,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
392,20180826-180009_407_live,0,2,"Just some ver basic info, Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.6,0.4,"Sure, go ahead",sure go ahead,"Just some ver basic info, Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",392
393,20180826-180009_407_live,0,3,Yes they are!,4,acknowledgement,,non-strategy,0.0,0.401,0.599,Are they a non profit organization?,profit organ,Yes they are!,393
394,20180826-180009_407_live,0,3,They work 100% on donated funds.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Are they a non profit organization?,profit organ,They work 100% on donated funds.,394
395,20180826-180009_407_live,0,3,"There is  a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",9,emotion-appeal,,emotion-appeal,0.401,0.5589999999999999,0.04,Are they a non profit organization?,profit organ,"There is  a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",395
396,20180826-180009_407_live,0,3,Your donation can address such problems.,6,logical-appeal,,logical-appeal,0.35100000000000003,0.649,0.0,Are they a non profit organization?,profit organ,Your donation can address such problems.,396
397,20180826-180009_407_live,0,4,According t0 their yearend report they were able to reach 155 million children. Over 200k of those kids were in the US.,0,provide-org-facts,,provide-org-facts,0.0,0.95,0.05,"Oh wow, shocking news. Do you know how many children have been helped due to this organization?",oh wow shock news know mani children help due organ,According t0 their yearend report they were able to reach 155 million children. Over 200k of those kids were in the US.,397
399,20180826-180009_407_live,0,5,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Thats awesome! Are you apart of this organization or just support them?,awesom apart organ support,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment,399
400,20180826-180009_407_live,0,6,That is awesome!,4,acknowledgement,,non-strategy,0.0,0.313,0.687,"The payment of the task is 30 cents, I would donate 10c",payment task    cent would donat,That is awesome!,400
401,20180826-180009_407_live,0,6,Thank you so much! What are you hoping your donation will help with?,4,thank,,non-strategy,0.0,0.547,0.45299999999999996,"The payment of the task is 30 cents, I would donate 10c",payment task    cent would donat,Thank you so much! What are you hoping your donation will help with?,401
402,20180826-180009_407_live,0,7,I am so grateful for your donation.,4,thank,,non-strategy,0.0,0.603,0.397,its not a lot but hopefully go towards someone else donation to help children in war zone areas,lot hope go toward someon els donat help children zone area,I am so grateful for your donation.,402
403,20180826-180009_407_live,0,8,Have you donated to a similar charity?,2,task-related-inquiry,,task-related-inquiry,0.0,0.6409999999999999,0.359,"Of course, its a great organization to support",cours great organ support,Have you donated to a similar charity?,403
404,20180826-180009_407_live,0,9,"Again, I really appreciate it and hope you have a great evening!",4,thank,,non-strategy,0.0,0.405,0.595,"Yes, a few times before",yes time,"Again, I really appreciate it and hope you have a great evening!",404
406,20180827-030633_256_live,0,1,what do you know about the non-for-profit organization save the children,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.758,0.242,hi i am fine..,hi fine,what do you know about the non-for-profit organization save the children,406
407,20180827-030633_256_live,0,2,"they are real missionaries and humans, provide help to help many children around the world",0,provide-org-facts,,provide-org-facts,0.0,0.7070000000000001,0.293,they really doing a great job..,realli great job,"they are real missionaries and humans, provide help to help many children around the world",407
409,20180827-030633_256_live,0,4,"I'm glad for you, you are giving financial help",4,thank,,non-strategy,0.0,0.426,0.574,my life is going good.,life go good,"I'm glad for you, you are giving financial help",409
411,20180827-030633_256_live,0,6,yes is the most beautiful life,4,acknowledgement,,non-strategy,0.0,0.36700000000000005,0.633,i donate every six months,donat everi six month,yes is the most beautiful life,411
412,20180827-030633_256_live,0,7,thank you for this conversation,4,thank,,non-strategy,0.0,0.615,0.385,you also done a great job,done great job,thank you for this conversation,412
413,20180904-012828_299_live,0,0,Hello,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hello,413
414,20180904-012828_299_live,0,1,Great and you,4,greeting,,non-strategy,0.0,0.32799999999999996,0.672,Hi there how are you?,hi,Great and you,414
416,20180904-012828_299_live,0,3,Do you have any kids?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,You sure can,sure,Do you have any kids?,416
417,20180904-012828_299_live,0,4,"Im sure you love them as your own, I have a big family do you?",8,personal-related-inquiry,,personal-related-inquiry,0.0,0.629,0.371,I don't have any children but there are many children in my family.,nt children mani children famili,"Im sure you love them as your own, I have a big family do you?",417
419,20180904-012828_299_live,0,5,Have you heard of this charity?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.606,0.39399999999999996,"I do have a big family, I enjoy it at times, other times I don't",big famili enjoy time time nt,Have you heard of this charity?,419
420,20180904-012828_299_live,0,6,It's great to know that there are others who feel the same way.,0,provide-org-facts,,provide-org-facts,0.0,0.745,0.255,Yes I do.,yes,It's great to know that there are others who feel the same way.,420
421,20180904-012828_299_live,0,6,Have you heard of Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,Yes I do.,yes,Have you heard of Save the Children?,421
422,20180904-012828_299_live,0,7,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,No I haven't. Could you QUICKLY tell me about it,nt could quick tell,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",422
423,20180904-012828_299_live,0,8,And the money raised helps feed and clothe them.,6,logical-appeal,,logical-appeal,0.0,0.755,0.245,Okay that sounds nice and an important service,okay sound nice import servic,And the money raised helps feed and clothe them.,423
424,20180904-012828_299_live,0,8,Its a lot of children that are starving and need our help.,9,emotion-appeal,,emotion-appeal,0.193,0.621,0.18600000000000003,Okay that sounds nice and an important service,okay sound nice import servic,Its a lot of children that are starving and need our help.,424
425,20180904-012828_299_live,0,8,Would like to help?,4,propose-donation,,non-strategy,0.0,0.278,0.722,Okay that sounds nice and an important service,okay sound nice import servic,Would like to help?,425
426,20180904-012828_299_live,0,9,I understand but even the smallest amount would be a BIG help.,7,foot-in-the-door,,foot-in-the-door,0.0,0.7170000000000001,0.28300000000000003,I would like to help in the future when I am more financially stable.,would like help futur financi stabl,I understand but even the smallest amount would be a BIG help.,426
427,20180904-030739_178_live,0,0,Do you ever donate to charity?,2,task-related-inquiry,,task-related-inquiry,0.0,0.6409999999999999,0.359,<Start>,start,Do you ever donate to charity?,427
428,20180904-030739_178_live,0,1,Have you ever heard of Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.6859999999999999,0.314,"Yes, I support a few causes that I personally believe in very much.",yes support caus person believ much,Have you ever heard of Save the Children?,428
430,20180904-030739_178_live,0,3,They work in many countries across the world.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,That sounds interesting. What countries do they work in?,sound interest countri work,They work in many countries across the world.,430
431,20180904-030739_178_live,0,3,"For example, millions of children in Syria grow up facing the daily threat of violence.",9,emotion-appeal,,emotion-appeal,0.366,0.634,0.0,That sounds interesting. What countries do they work in?,sound interest countri work,"For example, millions of children in Syria grow up facing the daily threat of violence.",431
432,20180904-030739_178_live,0,3,A donation could help these children greatly.,6,logical-appeal,,logical-appeal,0.0,0.649,0.35100000000000003,That sounds interesting. What countries do they work in?,sound interest countri work,A donation could help these children greatly.,432
433,20180904-030739_178_live,0,4,I do.,10,example-donation,,example-donation,0.0,1.0,0.0,It sounds like it. Do you donate to this charity?,sound like donat chariti,I do.,433
434,20180904-030739_178_live,0,4,It is a great charity that does a lot of great work around the world.,6,logical-appeal,,logical-appeal,0.0,0.47600000000000003,0.524,It sounds like it. Do you donate to this charity?,sound like donat chariti,It is a great charity that does a lot of great work around the world.,434
435,20180904-030739_178_live,0,5,The majority of all donations collected goes directly toward the mission of helping children in developing counties.,0,provide-org-facts,,provide-org-facts,0.0,0.879,0.121,Some charities are run better than others. Do you know what Save the Children's reputation is for actually using the money it collects to help children versus for fundraising and administrative salaries?,chariti run better other know save children reput actual use money collect help children versus fundrais administr salari,The majority of all donations collected goes directly toward the mission of helping children in developing counties.,435
436,20180904-030739_178_live,0,6,They are a well established charity that has been working around the world for several years.,0,provide-org-facts,,provide-org-facts,0.0,0.726,0.27399999999999997,Ok. How long has this group been in operation?,ok long group oper,They are a well established charity that has been working around the world for several years.,436
437,20180904-030739_178_live,0,7,I like knowing that my donation is helping children that otherwise would suffer.,4,neutral-to-inquiry,,non-strategy,0.203,0.523,0.273,What do you like most about this group?,like group,I like knowing that my donation is helping children that otherwise would suffer.,437
438,20180904-030739_178_live,0,8,Would you like to make a donation today?,4,propose-donation,,non-strategy,0.0,0.706,0.294,That seems worthwhile. Helping children is important.,seem worthwhil help children import,Would you like to make a donation today?,438
439,20180904-030739_178_live,0,9,I am.,10,example-donation,,example-donation,0.0,1.0,0.0,Are you planning to donate today?,plan donat today,I am.,439
441,20180904-043300_214_live,0,0,Hi! How are you doing today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi! How are you doing today?,441
442,20180904-043300_214_live,0,1,I am doing well thank you and same here,4,greeting,,non-strategy,0.0,0.5660000000000001,0.434,I'm doing very well. Just recovering from the long weekend. How about yourself?,well recov long weekend,I am doing well thank you and same here,442
443,20180904-043300_214_live,0,2,Well one hobby is volunteering.,4,neutral-to-inquiry,,non-strategy,0.0,0.6559999999999999,0.344,Awesome. What are some of your hobbies?,awesom hobbi,Well one hobby is volunteering.,443
444,20180904-043300_214_live,0,2,"I wanted to talk to you about a charity Save the Children, have you heard of it?",5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.684,0.316,Awesome. What are some of your hobbies?,awesom hobbi,"I wanted to talk to you about a charity Save the Children, have you heard of it?",444
445,20180904-043300_214_live,0,3,"It is a charity that helps ensure children's rights to healthcare, education, safety, etc. all over the world",0,provide-org-facts,,provide-org-facts,0.0,0.546,0.45399999999999996,Only in name. I haven't heard too much about it though. Can you tell me more?,name nt heard much though tell,"It is a charity that helps ensure children's rights to healthcare, education, safety, etc. all over the world",445
446,20180904-043300_214_live,0,4,"Well I volunteer for another nonprofit organization, but I guess I am a volunteer in a way trying to encourage people to donate money.",4,neutral-to-inquiry,,non-strategy,0.0,0.7390000000000001,0.261,What do you do as a volunteer for this charity?,volunt chariti,"Well I volunteer for another nonprofit organization, but I guess I am a volunteer in a way trying to encourage people to donate money.",446
447,20180904-043300_214_live,0,4,even a few cents can add up!,7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,What do you do as a volunteer for this charity?,volunt chariti,even a few cents can add up!,447
448,20180904-043300_214_live,0,5,The research team will collect all the donations and send it to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8140000000000001,0.18600000000000003,"Hmm, I see. Do you have information about their charity rating? How much of the donation will actually be used to help the children?",hmm see inform chariti rate much donat actual use help children,The research team will collect all the donations and send it to Save the Children.,448
449,20180904-043300_214_live,0,5,It is a trustworthy organizaition that will use your donation to the fullest,0,provide-org-facts,,provide-org-facts,0.0,0.753,0.247,"Hmm, I see. Do you have information about their charity rating? How much of the donation will actually be used to help the children?",hmm see inform chariti rate much donat actual use help children,It is a trustworthy organizaition that will use your donation to the fullest,449
450,20180904-043300_214_live,0,6,"You can find more information at their website,  URL",0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,I always like to see some report first. Maybe I will have to do some research first. Have you donated to them yourself?,alway like see report first mayb research first donat,"You can find more information at their website,  URL",450
451,20180904-043300_214_live,0,6,I actually have not yet.,4,negative-to-inquiry,,non-strategy,0.0,1.0,0.0,I always like to see some report first. Maybe I will have to do some research first. Have you donated to them yourself?,alway like see report first mayb research first donat,I actually have not yet.,451
454,20180904-043300_214_live,0,9,A local one that helps children with trauma and hx of sexual abuse,4,neutral-to-inquiry,,non-strategy,0.376,0.484,0.14,What is the other nonprofit that you support?,nonprofit support,A local one that helps children with trauma and hx of sexual abuse,454
455,20180719-211253_768_live,0,0,"Hey, good to be chatting with you tonight.",4,greeting,,non-strategy,0.0,0.7070000000000001,0.293,<Start>,start,"Hey, good to be chatting with you tonight.",455
456,20180719-211253_768_live,0,1,I'd like to talk to use about a vulnerable group. Do you have a moment?,2,task-related-inquiry,,task-related-inquiry,0.12300000000000001,0.7140000000000001,0.162,Hi! Looking forward chatting with you too.,hi look forward chat,I'd like to talk to use about a vulnerable group. Do you have a moment?,456
458,20180719-211253_768_live,0,3,It is really difficult having to grow up having to worry about basic needs. I'm glad you are able to look for what to be grateful for.,9,emotion-appeal,,emotion-appeal,0.16399999999999998,0.6629999999999999,0.17300000000000001,"There were periods in my childhood when money was very short and we had our telephone or power cut off, but I always had a safe place to live and food to eat.",period childhood money short telephon power cut alway safe place live food eat,It is really difficult having to grow up having to worry about basic needs. I'm glad you are able to look for what to be grateful for.,458
459,20180719-211253_768_live,0,4,I guess there are more people than we know who grew up with no worries.,9,emotion-appeal,,emotion-appeal,0.294,0.706,0.0,"What was life like for you growing up? Did you have any worries about food, shelter, safety, etc. ?",life like grow worri food shelter safeti etc,I guess there are more people than we know who grew up with no worries.,459
460,20180719-211253_768_live,0,4,I grew up worrying about my safety and whether I'd have a place to live. My dad was a gambling addict.,1,personal-story,,personal-story,0.113,0.755,0.132,"What was life like for you growing up? Did you have any worries about food, shelter, safety, etc. ?",life like grow worri food shelter safeti etc,I grew up worrying about my safety and whether I'd have a place to live. My dad was a gambling addict.,460
461,20180719-211253_768_live,0,5,"Thank you. I really appreciate your sympathizing, and I'm glad I got to share that with someone.",1,personal-story,,personal-story,0.0,0.507,0.493,I don't have any experiences like that but I'm sure it must have been very difficult and scary to go through that as a child.,nt experi like sure must difficult scari go child,"Thank you. I really appreciate your sympathizing, and I'm glad I got to share that with someone.",461
462,20180719-211253_768_live,0,6,"No I didn't, but I now donate to them.",10,example-donation,,example-donation,0.21100000000000002,0.789,0.0,Did you ever use the services of any organizations for children to help you through the rough times?,ever use servic organ children help rough time,"No I didn't, but I now donate to them.",462
464,20180719-211253_768_live,0,7,I donate to Save the Children. Have you heard about them?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.738,0.262,"No, I didn't either. My family would just get through somehow. I have made donations in the past, but our money is bit tight since I'm a stay-at-home mom right now. If I make donations now, they are in-kind donations rather than monetary donations. What organizations do you donate to? I tend to make donations to a emergency children's shelter.",nt either famili would get somehow made donat past money bit tight sinc stayathom mom right make donat inkind donat rather monetari donat organ donat tend make donat emerg children shelter,I donate to Save the Children. Have you heard about them?,464
466,20180719-211253_768_live,0,8,"Also, did you know that not only are they helping children worldwide, they're helping children very near to us?",2,task-related-inquiry,,task-related-inquiry,0.0,0.794,0.20600000000000002,"Yes, I have.",yes,"Also, did you know that not only are they helping children worldwide, they're helping children very near to us?",466
468,20180719-211253_768_live,0,10,Would you like to help and donate to them?,4,propose-donation,,non-strategy,0.0,0.574,0.426,I didn't realize that. I've been following the news about family separations very closely. I'm glad organizations like Save the Children are helping.,nt realiz follow news famili separ close glad organ like save children help,Would you like to help and donate to them?,468
469,20180719-211253_768_live,0,10,Your donation will be directly deducted from your task payment. ou can choose any amount from $0 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,I didn't realize that. I've been following the news about family separations very closely. I'm glad organizations like Save the Children are helping.,nt realiz follow news famili separ close glad organ like save children help,Your donation will be directly deducted from your task payment. ou can choose any amount from $0 to all your payment.,469
470,20180723-044617_32_live,0,0,Good Morning!,4,greeting,,non-strategy,0.0,0.239,0.7609999999999999,<Start>,start,Good Morning!,470
471,20180723-044617_32_live,0,0,I am asking for a donation to Save the Children.,4,propose-donation,,non-strategy,0.0,0.6859999999999999,0.314,<Start>,start,I am asking for a donation to Save the Children.,471
473,20180723-044617_32_live,0,1,"It is an International Charity to help children's lives become more stable through education, food, and good health.",0,provide-org-facts,,provide-org-facts,0.0,0.562,0.43799999999999994,Good morning!.. Have a nice day... Ya I heard something about it,good morn nice day heard someth,"It is an International Charity to help children's lives become more stable through education, food, and good health.",473
474,20180723-044617_32_live,0,2,"Save the Children. I think that we need to help these children. It would be in the best interest of all of us to have healthy well educated children, especially in developing countries where children suffer the most. Don't you agree?",0,provide-org-facts,,provide-org-facts,0.105,0.574,0.321,Oh.. That's very interesting.... What is the name of Charity? ?,oh interest name chariti,"Save the Children. I think that we need to help these children. It would be in the best interest of all of us to have healthy well educated children, especially in developing countries where children suffer the most. Don't you agree?",474
475,20180723-044617_32_live,0,3,"Many children in these countries live in a war zone. Places like Syria and parts of Nigeria are so dangerous that children do not have the chance of a happy, healthy life.",9,emotion-appeal,,emotion-appeal,0.226,0.564,0.209,Ya... I agree with you... We need to take care of those children.,agre need take care children,"Many children in these countries live in a war zone. Places like Syria and parts of Nigeria are so dangerous that children do not have the chance of a happy, healthy life.",475
476,20180723-044617_32_live,0,3,"If you could donate a small amount from your task payment, it would be big help to these unfortunate little people.",7,foot-in-the-door,,foot-in-the-door,0.127,0.759,0.114,Ya... I agree with you... We need to take care of those children.,agre need take care children,"If you could donate a small amount from your task payment, it would be big help to these unfortunate little people.",476
477,20180723-044617_32_live,0,4,You can donate any amount from your payment. It is up to you.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Ya... I feel very bad for those children's. If those small amount will help them we should do them,feel bad children small amount help,You can donate any amount from your payment. It is up to you.,477
478,20180723-044617_32_live,0,4,Everything helps!,7,foot-in-the-door,,foot-in-the-door,0.0,0.257,0.743,Ya... I feel very bad for those children's. If those small amount will help them we should do them,feel bad children small amount help,Everything helps!,478
479,20180723-044617_32_live,0,4,You will also feel good about what you have done. There is no better feeling than helping another person.,6,logical-appeal,,logical-appeal,0.086,0.545,0.37,Ya... I feel very bad for those children's. If those small amount will help them we should do them,feel bad children small amount help,You will also feel good about what you have done. There is no better feeling than helping another person.,479
480,20180723-044617_32_live,0,4,Let me know how much you would like to give today.,4,ask-donation-amount,,non-strategy,0.0,0.8,0.2,Ya... I feel very bad for those children's. If those small amount will help them we should do them,feel bad children small amount help,Let me know how much you would like to give today.,480
484,20180723-044617_32_live,0,5,Every donation helps.,7,foot-in-the-door,,foot-in-the-door,0.0,0.435,0.565,Ok.... But what is the name of organization. We have to make clear about how this organization work,ok name organ make clear organ work,Every donation helps.,484
486,20180723-044617_32_live,0,5,Any amount will help.,7,foot-in-the-door,,foot-in-the-door,0.0,0.526,0.474,Ok.... But what is the name of organization. We have to make clear about how this organization work,ok name organ make clear organ work,Any amount will help.,486
487,20180723-044617_32_live,0,6,You can tell me how much you would like to donate from the money you are getting for this task. Any amount at all will help and it's automatic.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8390000000000001,0.161,That very interesting and good work. Everyone should involve as much as possible... What are the way to donate money and what is the minimum amount,interest good work everyon involv much possibl way donat money minimum amount,You can tell me how much you would like to donate from the money you are getting for this task. Any amount at all will help and it's automatic.,487
488,20180723-044617_32_live,0,7,For more information on this wonderful charity you can go to : URL and they will answer any questions about future donations.,0,provide-org-facts,,provide-org-facts,0.0,0.726,0.27399999999999997,That fine... What are the available way to offer those children's future like clothing money scholarship...,fine avail way offer children futur like cloth money scholarship,For more information on this wonderful charity you can go to : URL and they will answer any questions about future donations.,488
489,20180723-044617_32_live,0,8,That is great.,4,acknowledgement,,non-strategy,0.0,0.32799999999999996,0.672,Ok.. I will go through this website for more information,ok go websit inform,That is great.,489
490,20180723-044617_32_live,0,8,"And if you are willing to make small donation now-just a few cents even, please let me know the amount and it will get passed on to the research team for processing today.",3,provide-donation-procedure,,provide-donation-procedure,0.0,0.9309999999999999,0.069,Ok.. I will go through this website for more information,ok go websit inform,"And if you are willing to make small donation now-just a few cents even, please let me know the amount and it will get passed on to the research team for processing today.",490
492,20180723-044617_32_live,0,9,All of the information on how this charity operates and what they are doing for children will be on the website  URL,0,provide-org-facts,,provide-org-facts,0.0,0.866,0.134,Ok can i get the update about this charity how they are spending money and what way they help those children,ok get updat chariti spend money way help children,All of the information on how this charity operates and what they are doing for children will be on the website  URL,492
493,20180723-044617_32_live,0,10,Thank you and God Bless!,4,thank,,non-strategy,0.0,0.20600000000000002,0.794,Ok..Then i think this will really help those children's future....,okthen think realli help children futur,Thank you and God Bless!,493
494,20180723-052203_936_live,0,0,Hello! How are you doing today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hello! How are you doing today?,494
495,20180723-052203_936_live,0,1,I am doing well.,4,greeting,,non-strategy,0.0,0.488,0.512,I'm doing very well thank you! How is your day going so far?,well thank day go far,I am doing well.,495
497,20180723-052203_936_live,0,2,Helping children in countries that are very war torn or in some form of conflict is what we help in.,0,provide-org-facts,,provide-org-facts,0.306,0.523,0.171,"It sounds familiar to me, could you tell me more about it?",sound familiar could tell,Helping children in countries that are very war torn or in some form of conflict is what we help in.,497
498,20180723-052203_936_live,0,2,"Everyday 16,000 children die before their 5th birthday, 1 out of 80 flee the country and risk everything, and 1 out of 6 kids aren't enrolled in a school or getting education that they need",9,emotion-appeal,,emotion-appeal,0.171,0.8290000000000001,0.0,"It sounds familiar to me, could you tell me more about it?",sound familiar could tell,"Everyday 16,000 children die before their 5th birthday, 1 out of 80 flee the country and risk everything, and 1 out of 6 kids aren't enrolled in a school or getting education that they need",498
500,20180723-052203_936_live,0,3,"For roughly a dollar a day you can sponsor a child, you can choose a gift to spend to a child through our catalog, you could start a fundraiser, or you can just simply donate. With that, keep in mind if you ever decide to make a monetary donation, 86% goes directly to the children, 9% fundraising, and 5% management and general. Just so you can have an idea that we use 9 out of 10 dollars directly on the children.",3,provide-donation-procedure,,provide-donation-procedure,0.0,0.961,0.039,The charity sounds like it is doing some good work in an area that badly needs it. Children should be our top priority all across the world. How can someone get involved and help out with this charity?,chariti sound like good work area bad need children top prioriti across world someon get involv help chariti,"For roughly a dollar a day you can sponsor a child, you can choose a gift to spend to a child through our catalog, you could start a fundraiser, or you can just simply donate. With that, keep in mind if you ever decide to make a monetary donation, 86% goes directly to the children, 9% fundraising, and 5% management and general. Just so you can have an idea that we use 9 out of 10 dollars directly on the children.",500
503,20180723-052203_936_live,0,5,I love getting the word out there on this charity. I strongly believe in it and its values on helping children. Children should be a priority in the world. They are our future.,6,logical-appeal,,logical-appeal,0.0,0.634,0.366,I like to donate money and time to charities that help children so I also want to thank you for educating me on this charity!,like donat money time chariti help children thank educ chariti,I love getting the word out there on this charity. I strongly believe in it and its values on helping children. Children should be a priority in the world. They are our future.,503
504,20180723-052203_936_live,0,6,I have been supporting this charity for 15 years.,1,personal-story,,personal-story,0.0,0.494,0.506,They are our future exactly. Any time I can help improve a situation for a child in need I hope to be able to do so. How long have you been supporting this charity?,futur exact time help improv situat child need hope abl long support chariti,I have been supporting this charity for 15 years.,504
505,20180723-052203_936_live,0,6,"I also must clarify with you about your donation, if you so choose too. Your donation will be directly deducted from your task payment today. You can choose as little as $0 all the way up to all of your payment.",3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,They are our future exactly. Any time I can help improve a situation for a child in need I hope to be able to do so. How long have you been supporting this charity?,futur exact time help improv situat child need hope abl long support chariti,"I also must clarify with you about your donation, if you so choose too. Your donation will be directly deducted from your task payment today. You can choose as little as $0 all the way up to all of your payment.",505
506,20180723-052203_936_live,0,6,"That being said, would you still like to donate $1 to the Save the Children charity, starting to make a difference in a childs life?",4,confirm-donation,,non-strategy,0.0,0.7020000000000001,0.298,They are our future exactly. Any time I can help improve a situation for a child in need I hope to be able to do so. How long have you been supporting this charity?,futur exact time help improv situat child need hope abl long support chariti,"That being said, would you still like to donate $1 to the Save the Children charity, starting to make a difference in a childs life?",506
507,20180723-052203_936_live,0,7,Thank you! That makes my heart so happy.,4,thank,,non-strategy,0.0,0.44299999999999995,0.557,I would like to start making a difference today. I would want to still donate $1 to the Save the Children charity.,would like start make differ today would still donat    save children chariti,Thank you! That makes my heart so happy.,507
508,20180723-052203_936_live,0,7,"Did you know in the first two months of 2018 alone, over 1,000 children were killed or injured seriously by violence in Syria?",9,emotion-appeal,,emotion-appeal,0.455,0.545,0.0,I would like to start making a difference today. I would want to still donate $1 to the Save the Children charity.,would like start make differ today would still donat    save children chariti,"Did you know in the first two months of 2018 alone, over 1,000 children were killed or injured seriously by violence in Syria?",508
509,20180723-052203_936_live,0,7,"Just know that your donation today, and hopefully the start of more to come, will help children like this.",6,logical-appeal,,logical-appeal,0.0,0.669,0.331,I would like to start making a difference today. I would want to still donate $1 to the Save the Children charity.,would like start make differ today would still donat    save children chariti,"Just know that your donation today, and hopefully the start of more to come, will help children like this.",509
510,20180723-052203_936_live,0,8,Every penny counts!!,7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,I hate hearing about children being subjected to violence. It hurts my heart. I do hope I can help and that my small donation does some good for a child.,hate hear children subject violenc hurt heart hope help small donat good child,Every penny counts!!,510
511,20180723-052203_936_live,0,8,Thank you once again for your donation and feel free to spread the word about the charity to others!,4,thank,,non-strategy,0.0,0.643,0.35700000000000004,I hate hearing about children being subjected to violence. It hurts my heart. I do hope I can help and that my small donation does some good for a child.,hate hear children subject violenc hurt heart hope help small donat good child,Thank you once again for your donation and feel free to spread the word about the charity to others!,511
512,20180723-055038_776_live,0,0,"Hey, hows it going",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hey, hows it going",512
513,20180723-055038_776_live,0,1,"Im ok, just doing some work lol.",4,greeting,,non-strategy,0.0,0.5,0.5,"can't complain, youreslf?",ca nt complain youreslf,"Im ok, just doing some work lol.",513
515,20180723-055038_776_live,0,2,"Awesome, how much do you want to donate?",4,ask-donation-amount,,non-strategy,0.0,0.526,0.474,"yeah sure, why not",yeah sure,"Awesome, how much do you want to donate?",515
516,20180723-055038_776_live,0,3,I dont think there is,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,is there an upper limit?,upper limit,I dont think there is,516
518,20180723-070336_48_live,0,0,"Hey, how's it going?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hey, how's it going?",518
519,20180723-070336_48_live,0,1,hahah same here.,4,greeting,,non-strategy,0.0,1.0,0.0,Good just another Monday how about yourself?,good anoth monday,hahah same here.,519
522,20180723-070336_48_live,0,2,"What was life like for you as a kid? Did you ever have to worry about having enough to eat, where to live, etc?",8,personal-related-inquiry,,personal-related-inquiry,0.122,0.785,0.09300000000000001,Yea what do you got?,yea got,"What was life like for you as a kid? Did you ever have to worry about having enough to eat, where to live, etc?",522
523,20180723-070336_48_live,0,3,I'm very glad to hear that.,4,acknowledgement,,non-strategy,0.0,0.603,0.397,No I was blessed when I was a kid and I was allowed to be one,bless kid allow one,I'm very glad to hear that.,523
524,20180723-070336_48_live,0,3,What do you think of the kids who weren't born as lucky? Who have to worry about having enough to eat to even be full? With no place to live?,9,emotion-appeal,,emotion-appeal,0.228,0.772,0.0,No I was blessed when I was a kid and I was allowed to be one,bless kid allow one,What do you think of the kids who weren't born as lucky? Who have to worry about having enough to eat to even be full? With no place to live?,524
525,20180723-070336_48_live,0,4,Have you heard about Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,I think that is is awful and sad. What do we do about it?,think aw sad,Have you heard about Save the Children?,525
529,20180723-070336_48_live,0,7,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,That is awesome,awesom,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,529
