,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
668,20180825-085908_923_live,0,6,"Right, every little bit helps.",7,foot-in-the-door,,foot-in-the-door,0.0,0.633,0.36700000000000005,that's true. I could spread out donations.,true could spread donat,"Right, every little bit helps.",668
669,20180825-085908_923_live,0,6,I will be donating from my payment today.,10,example-donation,,example-donation,0.0,1.0,0.0,that's true. I could spread out donations.,true could spread donat,I will be donating from my payment today.,669
670,20180825-085908_923_live,0,6,Are you willing to donate a portion of your payment?,4,propose-donation,,non-strategy,0.0,1.0,0.0,that's true. I could spread out donations.,true could spread donat,Are you willing to donate a portion of your payment?,670
671,20180825-085908_923_live,0,7,I am donating .15 of my payment to Save The Cildren.,10,example-donation,,example-donation,0.0,0.738,0.262,"I'd rather donate to Ronald McDonald - how much are you donating, though?",rather donat ronald mcdonald    much donat though,I am donating .15 of my payment to Save The Cildren.,671
673,20180825-085908_923_live,0,8,Thank you so Mich for your donation!,4,thank,,non-strategy,0.0,0.682,0.318,I'll donate but not that much,donat much,Thank you so Mich for your donation!,673
674,20180825-085908_923_live,0,9,Great! Thank you for your donation!,4,thank,,non-strategy,0.0,0.358,0.642,Would you give some of that .15 to Ronald McDonald? I'd do .15 with splitting,would give    ronald mcdonald    split,Great! Thank you for your donation!,674
675,20180826-054232_684_live,0,0,Hi!,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi!,675
677,20180826-054232_684_live,0,1,That's great to hear!,4,acknowledgement,,non-strategy,0.0,0.406,0.594,"Hi, Yes I am",hi yes,That's great to hear!,677
678,20180826-054232_684_live,0,1,"Donations make a huge difference in the lives of these kids. Your help will give them access to food, healthcare, education, and safety, among other things.",6,logical-appeal,,logical-appeal,0.0,0.738,0.262,"Hi, Yes I am",hi yes,"Donations make a huge difference in the lives of these kids. Your help will give them access to food, healthcare, education, and safety, among other things.",678
679,20180826-054232_684_live,0,2,Do you have an amount in mind that you'd like to donate?,4,ask-donation-amount,,non-strategy,0.0,0.815,0.185,"Yes, I agree. Helping children and pets is one of the donations I enjoy making and helping at the same time.",yes agre help children pet one donat enjoy make help time,Do you have an amount in mind that you'd like to donate?,679
680,20180826-054232_684_live,0,3,Any amount we can collect for them is welcome.,7,foot-in-the-door,,foot-in-the-door,0.0,0.727,0.273,I was thinking to donate around 10 cents for save the children. I hope that is adequate and helps them for food and shelter.,think donat around    cent save children hope adequ help food shelter,Any amount we can collect for them is welcome.,680
681,20180826-054232_684_live,0,3,"Would it convince you to donate more if I can assure you that the donation is absolutely secure and will be completely given to a trustworthy, verified fund within Save the Children?",4,ask-donate-more,,non-strategy,0.0,0.634,0.366,I was thinking to donate around 10 cents for save the children. I hope that is adequate and helps them for food and shelter.,think donat around    cent save children hope adequ help food shelter,"Would it convince you to donate more if I can assure you that the donation is absolutely secure and will be completely given to a trustworthy, verified fund within Save the Children?",681
682,20180826-054232_684_live,0,4,Thank you so much. It's really appreciated.,4,thank,,non-strategy,0.0,0.451,0.5489999999999999,ok how about 20 cents. I do want to help in anyway that I can.,ok    cent help anyway,Thank you so much. It's really appreciated.,682
683,20180826-054232_684_live,0,4,"The amount of suffering that children around the world face is terrible. For example, in the first two months of 2018, a thousand children in Syria were injured in the violence there. Anything you can add to the donation will go directly to helping them.",9,emotion-appeal,,emotion-appeal,0.24,0.72,0.040999999999999995,ok how about 20 cents. I do want to help in anyway that I can.,ok    cent help anyway,"The amount of suffering that children around the world face is terrible. For example, in the first two months of 2018, a thousand children in Syria were injured in the violence there. Anything you can add to the donation will go directly to helping them.",683
684,20180826-054232_684_live,0,5,"It will make a big difference to Save the Children. The organization has done wonders for kids, saving them from everything from violence to starvation. We as people have a moral responsibility to help them, and when we have extra, there's no better place to put it than in the hands of a trustworthy charity that will use it to save kids.",6,logical-appeal,,logical-appeal,0.083,0.674,0.243,yeah I heard a little bit about on how children are suffering. I want to give a donation to help them. I am glad I can help in anyway that I can.,yeah heard littl bit children suffer give donat help glad help anyway,"It will make a big difference to Save the Children. The organization has done wonders for kids, saving them from everything from violence to starvation. We as people have a moral responsibility to help them, and when we have extra, there's no better place to put it than in the hands of a trustworthy charity that will use it to save kids.",684
685,20180826-054232_684_live,0,6,"To confirm, you said you were willing to donate 20 cents, correct?",4,confirm-donation,,non-strategy,0.0,1.0,0.0,"Yes, I believe it is good to be ethical. And to help children and animals as much as we can. Most of all save the children is a trustworthy organization which I trust to put my donations in with.",yes believ good ethic help children anim much save children trustworthi organ trust put donat,"To confirm, you said you were willing to donate 20 cents, correct?",685
686,20180826-054232_684_live,0,7,"Is there anything you'd like to ask, or any way I can convince you to send a little more to Save the Children in the interests of the kids they work to help?",4,ask-donate-more,,non-strategy,0.0,0.677,0.32299999999999995,Yes that is correct,yes correct,"Is there anything you'd like to ask, or any way I can convince you to send a little more to Save the Children in the interests of the kids they work to help?",686
687,20180826-054232_684_live,0,8,Thank you again for the donation. It will be sent to Save the Children.,4,thank,,non-strategy,0.0,0.6779999999999999,0.322,I feel that 20 cents is adequate for the donation. I want to help in any way that I can. Also I want to verify that this organization is most trusting.,feel    cent adequ donat help way verifi organ trust,Thank you again for the donation. It will be sent to Save the Children.,687
688,20180826-054232_684_live,0,9,It's much appreciated.,4,thank,,non-strategy,0.0,0.377,0.623,thank you. I wanted to help and want to help with a donation,thank want help help donat,It's much appreciated.,688
690,20180826-061500_476_live,0,1,They help support children in warzones  and it helps provide them with things they need,0,provide-org-facts,,provide-org-facts,0.0,0.6,0.4,"I'm not sure, what do they do for children?",sure children,They help support children in warzones  and it helps provide them with things they need,690
691,20180826-061500_476_live,0,2,It is a good charity and any little bit will help,7,foot-in-the-door,,foot-in-the-door,0.0,0.462,0.5379999999999999,sounds like a good charity.,sound like good chariti,It is a good charity and any little bit will help,691
692,20180826-061500_476_live,0,3,They are good also but right now this is the organization that needs it most.,0,provide-org-facts,,provide-org-facts,0.0,0.878,0.122,"I would consider it. What about Big Brother, Big Sister, they are very much in need of donations",would consid big brother big sister much need donat,They are good also but right now this is the organization that needs it most.,692
693,20180826-061500_476_live,0,4,There are lots of children in need but this will help children with medical and emotional support in war areas.,0,provide-org-facts,,provide-org-facts,0.17600000000000002,0.527,0.297,What about helping children who are living in poverty in America. There are thousands that need help,help children live poverti america thousand need help,There are lots of children in need but this will help children with medical and emotional support in war areas.,693
694,20180826-061500_476_live,0,5,Also it will give them food and healthcare they need to survive,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,"Good point, I think I may consider it",good point think may consid,Also it will give them food and healthcare they need to survive,694
695,20180826-061500_476_live,0,6,Whatever amount you donate will go directly to the kids.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,how much of the donation would actually go to the kids>,much donat would actual go kid,Whatever amount you donate will go directly to the kids.,695
696,20180826-061500_476_live,0,7,I think it is a great charity because it helps children who are separated from their families,0,provide-org-facts,,provide-org-facts,0.0,0.5579999999999999,0.442,I'm thinking about whether this is better than other charities I give to,think whether better chariti give,I think it is a great charity because it helps children who are separated from their families,696
697,20180826-061500_476_live,0,8,Well most of their work is in poor countries but I am sure that you can do both,0,provide-org-facts,,provide-org-facts,0.1,0.6809999999999999,0.21899999999999997,"Perhaps people could go and help in person, rather than donating money?",perhap peopl could go help person rather donat money,Well most of their work is in poor countries but I am sure that you can do both,697
698,20180826-061500_476_live,0,9,Any amount would help. They accept donations of any size.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.602,0.39799999999999996,How much is a good donation?,much good donat,Any amount would help. They accept donations of any size.,698
699,20180826-061500_476_live,0,10,That is a great choice.,4,thank,,non-strategy,0.0,0.423,0.5770000000000001,"Okay, I will make a donation for $10. You convinced me that it's a worthwhile charity.",okay make donat    convinc worthwhil chariti,That is a great choice.,699
701,20180826-061949_863_live,0,1,I have.,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,I have not heard of this charity before! Have you?,heard chariti,I have.,701
702,20180826-061949_863_live,0,1,I actually a  monthly donor,10,example-donation,,example-donation,0.0,1.0,0.0,I have not heard of this charity before! Have you?,heard chariti,I actually a  monthly donor,702
703,20180826-061949_863_live,0,2,The charity collects donation from people like you and me and help children in need,0,provide-org-facts,,provide-org-facts,0.0,0.6,0.4,That's great! Would you mind explaining what the charity does?,great would mind explain chariti,The charity collects donation from people like you and me and help children in need,703
704,20180826-061949_863_live,0,3,all over the world.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Sounds like quite the worthy cause. Are the children in need all across the world? Or just the United States?,sound like quit worthi caus children need across world unit state,all over the world.,704
705,20180826-061949_863_live,0,3,I saw a children died from hunger and it tears my heart apart. I decide to be part of the solution since then,1,personal-story,,personal-story,0.29100000000000004,0.62,0.08900000000000001,Sounds like quite the worthy cause. Are the children in need all across the world? Or just the United States?,sound like quit worthi caus children need across world unit state,I saw a children died from hunger and it tears my heart apart. I decide to be part of the solution since then,705
706,20180826-061949_863_live,0,4,"Save the Children organization is a blessing to the world. They have been helping children,finding houses and food.",0,provide-org-facts,,provide-org-facts,0.0,0.619,0.381,"Wow, that is extremely sad. It is extremely unfortunate that child hunger is so prevalent in this world.",wow extrem sad extrem unfortun child hunger preval world,"Save the Children organization is a blessing to the world. They have been helping children,finding houses and food.",706
707,20180826-061949_863_live,0,5,URL Specially in countries at war children are helpless.,0,provide-org-facts,,provide-org-facts,0.496,0.504,0.0,It really sounds like a blessing! What is their website? I'd like to learn more information.,realli sound like bless websit like learn inform,URL Specially in countries at war children are helpless.,707
708,20180826-061949_863_live,0,6,NO.It is not. You can donate as much as you want,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.885,0.115,"Great, thank you! Is there a monetary goal set for the year?",great thank monetari goal set year,NO.It is not. You can donate as much as you want,708
709,20180826-061949_863_live,0,7,How much money do you spend on candies that can be helping children in need?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.8640000000000001,0.136,That is amazing.,amaz,How much money do you spend on candies that can be helping children in need?,709
710,20180826-061949_863_live,0,8,Please do that. Children need your help,4,propose-donation,,non-strategy,0.0,0.5,0.5,"I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need.",purchas candi often howev could definit sacrific starbuck coffe help children need,Please do that. Children need your help,710
711,20180826-061949_863_live,0,9,How much do you like to donate today?,4,ask-donation-amount,,non-strategy,0.0,0.737,0.263,"Yes, most definitely. Thanks for making me aware of this charity!",yes definit thank make awar chariti,How much do you like to donate today?,711
712,20180826-064412_288_live,0,0,Hi.,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi.,712
713,20180826-064412_288_live,0,0,Would you consider donating to Save the Children?,4,propose-donation,,non-strategy,0.0,0.6859999999999999,0.314,<Start>,start,Would you consider donating to Save the Children?,713
714,20180826-064412_288_live,0,1,Okay that's a start.,4,acknowledgement,,non-strategy,0.0,0.513,0.48700000000000004,I might consider,might consid,Okay that's a start.,714
716,20180826-064412_288_live,0,2,"No, honestly I don't but I would feel like my money would go to a good cause if I were to",4,negative-to-inquiry,,non-strategy,0.068,0.5489999999999999,0.384,do you donate?,donat,"No, honestly I don't but I would feel like my money would go to a good cause if I were to",716
718,20180826-064412_288_live,0,3,"That's a good idea actually, that way you know for sure your efforts are helping.",4,comment-partner,,non-strategy,0.0,0.598,0.402,I appreciate your honesty,appreci honesti,"That's a good idea actually, that way you know for sure your efforts are helping.",718
719,20180826-064412_288_live,0,4,It only takes pocket change for us to help out.,7,foot-in-the-door,,foot-in-the-door,0.0,0.769,0.231,"I hear you. I do believe in donations, but my only worry is that the money doesn't go to where I think it is going. I prefer to volunteer is I can",hear believ donat worri money nt go think go prefer volunt,It only takes pocket change for us to help out.,719
720,20180826-064412_288_live,0,5,Do your family or friends donate to such causes?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.721,0.27899999999999997,"But the places I do donate are often revolved around helping children, so this is a great organization",place donat often revolv around help children great organ,Do your family or friends donate to such causes?,720
722,20180826-064412_288_live,0,6,Well you've seen charity first-hand.,4,comment-partner,,non-strategy,0.0,0.38,0.62,I agree. you never know who you could be helping,agre never know could help,Well you've seen charity first-hand.,722
724,20180826-064412_288_live,0,7,"Sometimes it's more a matter of convenience, too. It doesn't take much to save 30c a week or something.",4,comment-partner,,non-strategy,0.0,0.7659999999999999,0.23399999999999999,We do. My mom is on the board for a few nonprofits that we attend fundraisers for. That is a great way to raise money,mom board nonprofit attend fundrais great way rais money,"Sometimes it's more a matter of convenience, too. It doesn't take much to save 30c a week or something.",724
725,20180826-064412_288_live,0,8,"Well,in America, of course that's nothing. But in developing countries it could be huge.",7,foot-in-the-door,,foot-in-the-door,0.0,0.815,0.185,"Yes, I try to help as much as I can, but it's hard when you are broke",yes tri help much hard broke,"Well,in America, of course that's nothing. But in developing countries it could be huge.",725
726,20180826-174933_275_live,0,0,hi how are you today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,hi how are you today?,726
727,20180826-174933_275_live,0,1,I am good do you have any children?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.674,0.326,"I am well, how are you?",well,I am good do you have any children?,727
728,20180826-174933_275_live,0,2,I have two also but mine are grown and gone now,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,"Yes, I have two. And you?",yes two,I have two also but mine are grown and gone now,728
729,20180826-174933_275_live,0,2,Have you ever heard of Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.6859999999999999,0.314,"Yes, I have two. And you?",yes two,Have you ever heard of Save the Children?,729
730,20180826-174933_275_live,0,3,I am not an expert but I believe they help children in war torn areas to get to safety and make food and medical supplies available,0,provide-org-facts,,provide-org-facts,0.22399999999999998,0.57,0.207,That's nice. How old are they?,nice old,I am not an expert but I believe they help children in war torn areas to get to safety and make food and medical supplies available,730
732,20180826-174933_275_live,0,5,I can understand that I donate regularly to St Judes Childrens hospital myself. I appreciate your commitment to your cause and it is an important one.,10,example-donation,,example-donation,0.0,0.738,0.262,I have not. What is the charity and what do they do?,chariti,I can understand that I donate regularly to St Judes Childrens hospital myself. I appreciate your commitment to your cause and it is an important one.,732
734,20180826-175233_4_live,0,1,"I'm doing great, thanks.",4,greeting,,non-strategy,0.0,0.222,0.778,I'm great. How about yourself?,great,"I'm doing great, thanks.",734
735,20180826-175233_4_live,0,1,Do you donate at all?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,I'm great. How about yourself?,great,Do you donate at all?,735
736,20180826-175233_4_live,0,2,"that's great, have you ever donated to save the children?",8,personal-related-inquiry,,personal-related-inquiry,0.0,0.523,0.47700000000000004,"I do donate sometimes, yes.",donat sometim yes,"that's great, have you ever donated to save the children?",736
737,20180826-175233_4_live,0,3,That is really great.,4,praise-user,,non-strategy,0.0,0.406,0.594,"I have donated a couple of times; like for the St Jude's Hospital, red nose day and March of Dimes.I do what I can to give back.",donat coupl time like st jude hospit red nose day march dimesi give back,That is really great.,737
738,20180826-175233_4_live,0,3,"I know how hard it can be to give, but it's amazing how a small amount can make such a big difference",7,foot-in-the-door,,foot-in-the-door,0.051,0.726,0.222,"I have donated a couple of times; like for the St Jude's Hospital, red nose day and March of Dimes.I do what I can to give back.",donat coupl time like st jude hospit red nose day march dimesi give back,"I know how hard it can be to give, but it's amazing how a small amount can make such a big difference",738
739,20180826-175233_4_live,0,4,You are very right.,4,acknowledgement,,non-strategy,0.0,1.0,0.0,"That is very true. If more people gave, even it's a small amount, it truly adds up and can make a difference.",true peopl gave even small amount truli add make differ,You are very right.,739
740,20180826-175233_4_live,0,4,And the children are the ones who need it the most!,6,logical-appeal,,logical-appeal,0.0,1.0,0.0,"That is very true. If more people gave, even it's a small amount, it truly adds up and can make a difference.",true peopl gave even small amount truli add make differ,And the children are the ones who need it the most!,740
741,20180826-175233_4_live,0,5,I completely agree!,4,acknowledgement,,non-strategy,0.0,0.245,0.755,"Absolutely, they are the future generation and it's imperative that they are nurtured and looked after.",absolut futur generat imper nurtur look,I completely agree!,741
742,20180826-175233_4_live,0,5,And save the children really focuses on ensuring the children get the money that is donated,0,provide-org-facts,,provide-org-facts,0.0,0.716,0.284,"Absolutely, they are the future generation and it's imperative that they are nurtured and looked after.",absolut futur generat imper nurtur look,And save the children really focuses on ensuring the children get the money that is donated,742
744,20180826-175233_4_live,0,7,they are credible and ensure the money they get goes to the children,0,provide-org-facts,,provide-org-facts,0.0,0.8220000000000001,0.17800000000000002,Sounds amazing. How are the proceeds distributed?,sound amaz proceed distribut,they are credible and ensure the money they get goes to the children,744
745,20180826-175233_4_live,0,8,You can go to the website  URL,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,How would you go about donating to this cause?,would go donat caus,You can go to the website  URL,745
746,20180826-175233_4_live,0,9,great!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,"Awesome, I'll head over there right now and support it thank you.",awesom head right support thank,great!,746
747,20180826-175233_4_live,0,9,how much do you want to donate today?,4,ask-donation-amount,,non-strategy,0.0,0.843,0.157,"Awesome, I'll head over there right now and support it thank you.",awesom head right support thank,how much do you want to donate today?,747
748,20180826-184708_183_live,0,0,hello?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,hello?,748
749,20180826-184708_183_live,0,1,Would you like to donate to Save the Children?,4,propose-donation,,non-strategy,0.0,0.551,0.449,Hello there!,hello,Would you like to donate to Save the Children?,749
750,20180826-184708_183_live,0,2,"Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc.",0,provide-org-facts,,provide-org-facts,0.0,0.597,0.40299999999999997,"Yes, what would this charity be doing to save the children?",yes would chariti save children,"Save the Children is and how their donation is essential to help ensuring children's rights to health, education, safety, etc.",750
751,20180826-184708_183_live,0,3,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,What have they done in the past?,done past,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",751
753,20180826-184708_183_live,0,4,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",9,emotion-appeal,,emotion-appeal,0.48700000000000004,0.513,0.0,What countries have they been able to help?,countri abl help,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",753
754,20180826-184708_183_live,0,5,Small donations will indeed help a lot of children and their families.,0,provide-org-facts,,provide-org-facts,0.0,0.787,0.213,"I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?",awar violenc syria save children done aid health educ safeti,Small donations will indeed help a lot of children and their families.,754
755,20180826-184708_183_live,0,5,How much would you like to donate?,4,ask-donation-amount,,non-strategy,0.0,0.706,0.294,"I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?",awar violenc syria save children done aid health educ safeti,How much would you like to donate?,755
756,20180826-184708_183_live,0,6,"Save the children send over rights to health, education, and safety with the funds that you donate to developing countries Syria was an example of countries we aid with the donation.",0,provide-org-facts,,provide-org-facts,0.0,0.8290000000000001,0.171,Before I can donate I will need to know how this organization has help.,donat need know organ help,"Save the children send over rights to health, education, and safety with the funds that you donate to developing countries Syria was an example of countries we aid with the donation.",756
758,20180827-025236_792_live,0,0,"Hello, are you familiar with the charity: Save the Children?",5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.5710000000000001,0.429,<Start>,start,"Hello, are you familiar with the charity: Save the Children?",758
759,20180827-025236_792_live,0,1,Okay I would like to tell you a little bit more about it!,4,acknowledgement,,non-strategy,0.0,0.657,0.34299999999999997,Hi! I little bit of know Save the children life.,hi littl bit know save children life,Okay I would like to tell you a little bit more about it!,759
760,20180827-025236_792_live,0,1,"Save the Children does whatever it takes, every day and in times of crisis, to give children a healthy start in life, the opportunity to learn and protection from harm.",0,provide-org-facts,,provide-org-facts,0.18899999999999997,0.596,0.21600000000000003,Hi! I little bit of know Save the children life.,hi littl bit know save children life,"Save the Children does whatever it takes, every day and in times of crisis, to give children a healthy start in life, the opportunity to learn and protection from harm.",760
761,20180827-025236_792_live,0,2,In this exchange I would like to ask you how much you would be willing to donate to Save the Children.,4,ask-donation-amount,,non-strategy,0.0,0.759,0.24100000000000002,How much you ready to pay for children?,much readi pay children,In this exchange I would like to ask you how much you would be willing to donate to Save the Children.,761
763,20180827-025236_792_live,0,3,I want you to know that whatever you decide to donate will be taken from the amount you make from completing this task.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.9420000000000001,0.057999999999999996,I'll pay $0.30 surely,pay    sure,I want you to know that whatever you decide to donate will be taken from the amount you make from completing this task.,763
764,20180827-025236_792_live,0,3,You will be helping children from 120 countries.,0,provide-org-facts,,provide-org-facts,0.0,0.7609999999999999,0.239,I'll pay $0.30 surely,pay    sure,You will be helping children from 120 countries.,764
765,20180827-025236_792_live,0,4,That is so wonderful! You are surely making a difference. Every gift makes a world of difference for a child in need.,4,thank,,non-strategy,0.0,0.596,0.40399999999999997,"Yes definitely, I ready to help other contry children also",yes definit readi help contri children,That is so wonderful! You are surely making a difference. Every gift makes a world of difference for a child in need.,765
768,20180827-025236_792_live,0,7,I personally have family in Haiti.,1,personal-story,,personal-story,0.0,1.0,0.0,"Great, especially we help to give personal care and health care products to children is necessary",great especi help give person care health care product children necessari,I personally have family in Haiti.,768
769,20180827-025236_792_live,0,7,"From Haiti to Peru, Save the Children work to save lives every day, ensuring children are protected, healthy and able to learn. In 2016, we reached nearly 3 million children in need.",0,provide-org-facts,,provide-org-facts,0.0,0.617,0.38299999999999995,"Great, especially we help to give personal care and health care products to children is necessary",great especi help give person care health care product children necessari,"From Haiti to Peru, Save the Children work to save lives every day, ensuring children are protected, healthy and able to learn. In 2016, we reached nearly 3 million children in need.",769
770,20180827-025236_792_live,0,8,Just to let you know the research team will collect your donation and send it to Save The Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8490000000000001,0.151,Yes its really appreciated,yes realli appreci,Just to let you know the research team will collect your donation and send it to Save The Children.,770
771,20180827-025236_792_live,0,8,Please confirm the amount you would like to donate out of the money you are making from this task.,4,confirm-donation,,non-strategy,0.0,0.78,0.22,Yes its really appreciated,yes realli appreci,Please confirm the amount you would like to donate out of the money you are making from this task.,771
773,20180827-041027_973_live,0,0,hi how are you,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,hi how are you,773
775,20180827-041027_973_live,0,2,"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5720000000000001,0.428,"I've heard of it. It's a charity, right? What do they do?",heard chariti right,"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",775
776,20180827-041027_973_live,0,3,yes do you donate money for this kids,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.722,0.278,"I'd like more information, yes.",like inform yes,yes do you donate money for this kids,776
777,20180827-041027_973_live,0,4,to help some of the kids is the biggest satisfaction you took in life,6,logical-appeal,,logical-appeal,0.0,0.682,0.318,That's nice. What kind of things do they help with?,nice kind thing help,to help some of the kids is the biggest satisfaction you took in life,777
778,20180827-041027_973_live,0,5,there are many children who suffer today in the world for bread,9,emotion-appeal,,emotion-appeal,0.24100000000000002,0.759,0.0,"I could probably donate a small amount. I'm kinda broke at the moment, though.",could probabl donat small amount kinda broke moment though,there are many children who suffer today in the world for bread,778
779,20180827-041027_973_live,0,6,every parent and I and my family donate $ 100 for the children in need,10,example-donation,,example-donation,0.0,1.0,0.0,I agree it's for a good cause. I'd be willing to donate $.05. How do I do that?,agre good caus will donat  ,every parent and I and my family donate $ 100 for the children in need,779
780,20180827-041027_973_live,0,7,it is the best satisfaction entire of my life,10,example-donation,,example-donation,0.0,0.496,0.504,that's very sad. Every child deserves to have nutritious food.,sad everi child deserv nutriti food,it is the best satisfaction entire of my life,780
782,20180723-074147_879_live,0,0,"Hey, how's it going today?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hey, how's it going today?",782
783,20180723-074147_879_live,0,1,Do you have a moment to talk about causes for children?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"Hey, not feeling really good today, stomach ache :( how are you?",hey feel realli good today stomach ach  ,Do you have a moment to talk about causes for children?,783
785,20180723-074147_879_live,0,2,What do you think about that?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"no, I need to though!",need though,What do you think about that?,785
786,20180723-074147_879_live,0,3,How are things for you now?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,Sure i would love to,sure would love,How are things for you now?,786
787,20180723-074147_879_live,0,4,"Have you ever heard of a charity called, Save the Children?",5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.5710000000000001,0.429,It makes me very sad! I was born in USSR and we had very limited resources. I was growing up in poverty so i know how it feels,make sad born ussr limit resourc grow poverti know feel,"Have you ever heard of a charity called, Save the Children?",787
788,20180723-074147_879_live,0,5,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,Much better. I moved to the US and things are much better now,much better move us thing much better,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",788
790,20180723-074147_879_live,0,6,Would you like to help and donate to them?,4,propose-donation,,non-strategy,0.0,0.574,0.426,"No, i haven't actually. Would you mind telling me about it?",nt actual would mind tell,Would you like to help and donate to them?,790
791,20180723-074147_879_live,0,6,Your donation will be directly deducted from your task payment. You can choose any amount from $0.50 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,"No, i haven't actually. Would you mind telling me about it?",nt actual would mind tell,Your donation will be directly deducted from your task payment. You can choose any amount from $0.50 to all your payment.,791
793,20180723-074147_879_live,0,8,What do you think of the charity so far? Would you be interested in donating once you've learned more about them?,4,propose-donation,,non-strategy,0.0,0.764,0.23600000000000002,They are? Nice! I don't know yet. Maybe you could tell me more about this charity,nice nt know yet mayb could tell chariti,What do you think of the charity so far? Would you be interested in donating once you've learned more about them?,793
794,20180723-075339_567_live,0,0,"Hi, how are you today?",4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,"Hi, how are you today?",794
796,20180723-075339_567_live,0,1,I'm helping Save the Children Charity to raise money. would you like to know more about this wonderful fund?,2,task-related-inquiry,,task-related-inquiry,0.0,0.47600000000000003,0.524,"hello! pretty good, you?",hello pretti good,I'm helping Save the Children Charity to raise money. would you like to know more about this wonderful fund?,796
797,20180723-075339_567_live,0,2,This wonderful charity helps suport children in developing countries!,0,provide-org-facts,,provide-org-facts,0.0,0.39,0.61,yes please! i was just looking for a charity to donate to,yes pleas look chariti donat,This wonderful charity helps suport children in developing countries!,797
798,20180723-075339_567_live,0,3,"they promote children's rights, provide relief. They are currently helping children at the US Mexican border to reunite with their families and they also help Syrian kids",0,provide-org-facts,,provide-org-facts,0.0,0.685,0.315,what do they support exactly? education?,support exact educ,"they promote children's rights, provide relief. They are currently helping children at the US Mexican border to reunite with their families and they also help Syrian kids",798
799,20180723-075339_567_live,0,4,So you can't donate 20$. The way it works is you can donate your whole payment of 2$ for this task or you can donate as little as a couple of cents,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,ok thats great. i would like to donate but i dont have a lot of money myself. is $20 okay?,ok great would like donat nt lot money    okay,So you can't donate 20$. The way it works is you can donate your whole payment of 2$ for this task or you can donate as little as a couple of cents,799
800,20180723-075339_567_live,0,5,that's very generous and it will help tremendously!,4,thank,,non-strategy,0.0,0.47700000000000004,0.523,i'll donate 20 cents,donat    cent,that's very generous and it will help tremendously!,800
