,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
333,20180825-112434_860_live,0,1,"They give children a healthy start in life, the opportunity to learn and protection from harm. When crisis strikes, they are always among the first to respond and the last to leave. They do whatever it takes to save children, transforming their lives and the future we all share.",0,provide-org-facts,,provide-org-facts,0.182,0.643,0.175,"No, I don't believe I have. What are their goals?",nt believ goal,"They give children a healthy start in life, the opportunity to learn and protection from harm. When crisis strikes, they are always among the first to respond and the last to leave. They do whatever it takes to save children, transforming their lives and the future we all share.",333
335,20180825-112434_860_live,0,2,Do you ever donate to charity?,2,task-related-inquiry,,task-related-inquiry,0.0,0.6409999999999999,0.359,That sounds like an amazing charity. That is something I could really get behind.,sound like amaz chariti someth could realli get behind,Do you ever donate to charity?,335
336,20180825-112434_860_live,0,3,Save the Children is a wonderful charity to donate to. 86% of money raised goes directly to the children.,0,provide-org-facts,,provide-org-facts,0.0,0.607,0.39299999999999996,"Yeah, I donate here and there. If I'm in the right place at the right time or am given an opportunity.",yeah donat right place right time given opportun,Save the Children is a wonderful charity to donate to. 86% of money raised goes directly to the children.,336
338,20180825-112434_860_live,0,4,9% goes to fundraising and 5% goes to management and general expenses.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Where does the other percentage of donations go? I would possibly be interested!,percentag donat go would possibl interest,9% goes to fundraising and 5% goes to management and general expenses.,338
339,20180825-112434_860_live,0,5,"The charity helps children in the US and worldwide. Africa, Asia, and the US are the top regions receiving aid from Save the Children.",0,provide-org-facts,,provide-org-facts,0.0,0.6579999999999999,0.342,"What areas of the world do they cover? Is it an international charity, or exclusive to the US or another country?",area world cover intern chariti exclus us anoth countri,"The charity helps children in the US and worldwide. Africa, Asia, and the US are the top regions receiving aid from Save the Children.",339
340,20180825-112434_860_live,0,5,Your donation goes a long way too!,6,logical-appeal,,logical-appeal,0.0,1.0,0.0,"What areas of the world do they cover? Is it an international charity, or exclusive to the US or another country?",area world cover intern chariti exclus us anoth countri,Your donation goes a long way too!,340
341,20180825-112434_860_live,0,6,"I don't have that information at hand, but even .30 cents goes a long way!",7,foot-in-the-door,,foot-in-the-door,0.0,0.8340000000000001,0.166,What is the average donation amount that most donors contribute at one time?,averag donat amount donor contribut one time,"I don't have that information at hand, but even .30 cents goes a long way!",341
342,20180825-112434_860_live,0,6,Would you be willing to donate your earnings from this HIT to help children eat and go to school?,4,propose-donation,,non-strategy,0.0,0.87,0.13,What is the average donation amount that most donors contribute at one time?,averag donat amount donor contribut one time,Would you be willing to donate your earnings from this HIT to help children eat and go to school?,342
344,20180825-112434_860_live,0,7,"You know 30 cents may not seem like a lot to you, but to a child who is hungry and sick, it can mean the difference between life and death.",6,logical-appeal,,logical-appeal,0.312,0.688,0.0,I would be willing to at least donate a portion of my earnings to help this charity.,would will least donat portion earn help chariti,"You know 30 cents may not seem like a lot to you, but to a child who is hungry and sick, it can mean the difference between life and death.",344
345,20180825-112434_860_live,0,7,Are you sure you wouldn't want to help a child by donating the full amount?,4,ask-donate-more,,non-strategy,0.207,0.6559999999999999,0.13699999999999998,I would be willing to at least donate a portion of my earnings to help this charity.,would will least donat portion earn help chariti,Are you sure you wouldn't want to help a child by donating the full amount?,345
346,20180825-112434_860_live,0,8,Thank you!,4,thank,,non-strategy,0.0,0.264,0.736,I could do that. 30 cents for the children is okay with me!,could    cent children okay,Thank you!,346
347,20180825-112434_860_live,0,8,"Your donation is going to help a child eat, receive an education, and have access to life-saving medicine.",6,logical-appeal,,logical-appeal,0.0,0.856,0.14400000000000002,I could do that. 30 cents for the children is okay with me!,could    cent children okay,"Your donation is going to help a child eat, receive an education, and have access to life-saving medicine.",347
349,20180825-112434_860_live,0,9,"Nope, it will all be handled on my end.",3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,I don't think so. Thank you for taking the time to introduce me to this charity! Do I need to do anything else to make sure I get the money donated?,nt think thank take time introduc chariti need anyth els make sure get money donat,"Nope, it will all be handled on my end.",349
351,20180825-112434_860_live,0,9,"155 million children benefited last year, with your help we'll reach even more!",6,logical-appeal,,logical-appeal,0.0,0.7290000000000001,0.271,I don't think so. Thank you for taking the time to introduce me to this charity! Do I need to do anything else to make sure I get the money donated?,nt think thank take time introduc chariti need anyth els make sure get money donat,"155 million children benefited last year, with your help we'll reach even more!",351
352,20180825-112615_516_live,0,0,Hi.,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi.,352
353,20180825-112615_516_live,0,0,Are you familiar with Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,<Start>,start,Are you familiar with Save the Children?,353
354,20180825-112615_516_live,0,1,"It is worldwide and helps to feed, shelter and educate underprivileged kids around the world.",0,provide-org-facts,,provide-org-facts,0.0,0.843,0.157,Hello. I am not familiar with Save the Children,hello familiar save children,"It is worldwide and helps to feed, shelter and educate underprivileged kids around the world.",354
355,20180825-112615_516_live,0,2,I do.,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,I think that is a very good charity that appears to be doing good work. Do you currently volunteer with this charity?,think good chariti appear good work current volunt chariti,I do.,355
356,20180825-112615_516_live,0,2,I help collect donations so the optimum number of children can be helped.,4,neutral-to-inquiry,,non-strategy,0.0,0.701,0.299,I think that is a very good charity that appears to be doing good work. Do you currently volunteer with this charity?,think good chariti appear good work current volunt chariti,I help collect donations so the optimum number of children can be helped.,356
357,20180825-112615_516_live,0,2,Will you consider a donation?,4,propose-donation,,non-strategy,0.0,1.0,0.0,I think that is a very good charity that appears to be doing good work. Do you currently volunteer with this charity?,think good chariti appear good work current volunt chariti,Will you consider a donation?,357
358,20180825-112615_516_live,0,3,It is in terms of values. The majority of funds go directly to the basic care needs of children. Many have a better opportunity at life because they are nourished.,0,provide-org-facts,,provide-org-facts,0.0,0.6829999999999999,0.317,I like to support organizations that are Christian based and help further the spread of the Gospel to all of God's children. Is this organization Christian or religious based?,like support organ christian base help spread gospel god children organ christian religi base,It is in terms of values. The majority of funds go directly to the basic care needs of children. Many have a better opportunity at life because they are nourished.,358
359,20180825-112615_516_live,0,4,It is based entirely on need which is mostly in third world countries.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,How does the organization go about determining who and where to support?,organ go determin support,It is based entirely on need which is mostly in third world countries.,359
360,20180825-112615_516_live,0,4,Will you consider donating your task payment to further God's children worldwide?,4,propose-donation,,non-strategy,0.0,1.0,0.0,How does the organization go about determining who and where to support?,organ go determin support,Will you consider donating your task payment to further God's children worldwide?,360
361,20180825-112615_516_live,0,4,There is no greater service than to help.,6,logical-appeal,,logical-appeal,0.177,0.40299999999999997,0.419,How does the organization go about determining who and where to support?,organ go determin support,There is no greater service than to help.,361
362,20180825-112615_516_live,0,5,They serve all African countries and all continents except Antartica.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Maybe. In which countries do they serve?,mayb countri serv,They serve all African countries and all continents except Antartica.,362
363,20180825-112615_516_live,0,5,Please donate your fee to this important charity or at least part of it.,4,propose-donation,,non-strategy,0.0,0.608,0.392,Maybe. In which countries do they serve?,mayb countri serv,Please donate your fee to this important charity or at least part of it.,363
364,20180825-112615_516_live,0,5,You will be blessed.,4,praise-user,,non-strategy,0.0,0.435,0.565,Maybe. In which countries do they serve?,mayb countri serv,You will be blessed.,364
366,20180825-112615_516_live,0,7,Yes it is.,4,positive-to-inquiry,,non-strategy,0.0,0.426,0.574,Is this organization a 501(c)(3)?,organ,Yes it is.,366
367,20180825-112615_516_live,0,7,What amount of your task fee would you like to donate today?,4,ask-donation-amount,,non-strategy,0.0,0.815,0.185,Is this organization a 501(c)(3)?,organ,What amount of your task fee would you like to donate today?,367
368,20180825-112615_516_live,0,8,"They are in Fairfield, CT. You can find more information at  URL",0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,I would like some more information before deciding to donate. Where is this organization based?,would like inform decid donat organ base,"They are in Fairfield, CT. You can find more information at  URL",368
369,20180825-112615_516_live,0,8,The children need your help. Please say yes to their most basic needs.,6,logical-appeal,,logical-appeal,0.0,0.565,0.435,I would like some more information before deciding to donate. Where is this organization based?,would like inform decid donat organ base,The children need your help. Please say yes to their most basic needs.,369
370,20180825-112615_516_live,0,9,Save the Children employs 1500 people worldwide.,0,provide-org-facts,,provide-org-facts,0.0,0.652,0.348,how many employees are there?,mani employe,Save the Children employs 1500 people worldwide.,370
371,20180825-112615_516_live,0,9,That is how much our help is needed.,6,logical-appeal,,logical-appeal,0.0,0.722,0.278,how many employees are there?,mani employe,That is how much our help is needed.,371
372,20180825-112615_516_live,0,9,How much would you like to donate and be part of the solution to help our little brothers and sisters in Christ?,4,propose-donation,,non-strategy,0.0,0.7170000000000001,0.28300000000000003,how many employees are there?,mani employe,How much would you like to donate and be part of the solution to help our little brothers and sisters in Christ?,372
373,20180825-112615_516_live,0,10,Is there anything else you would like to know as you generously commit your fee?,2,task-related-inquiry,,task-related-inquiry,0.0,0.615,0.385,What is the total revenue?,total revenu,Is there anything else you would like to know as you generously commit your fee?,373
374,20180826-175345_318_live,0,0,Hi!,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi!,374
376,20180826-175345_318_live,0,1,I recommend Save the Children children's charity.,4,neutral-to-inquiry,,non-strategy,0.0,0.261,0.7390000000000001,"Yeah, what do you think about St Jude's?",yeah think st jude,I recommend Save the Children children's charity.,376
377,20180826-175345_318_live,0,2,No but I can tell you about the charity!,4,negative-to-inquiry,,non-strategy,0.138,0.518,0.344,That's wonderful! Do you have any specific country in mind?,wonder specif countri mind,No but I can tell you about the charity!,377
378,20180826-175345_318_live,0,3,Save the Children is important because it supports protecting kids' rights to education and health and safety,0,provide-org-facts,,provide-org-facts,0.0,0.5579999999999999,0.442,Sure! I'd love to hear more. Go on...,sure love hear go,Save the Children is important because it supports protecting kids' rights to education and health and safety,378
379,20180826-175345_318_live,0,4,The usual cost is about $36 per child.,4,neutral-to-inquiry,,non-strategy,0.0,1.0,0.0,"Have you ever sponsored a child? If so, how much does it take to take care of a sweet child on average?",ever sponsor child much take take care sweet child averag,The usual cost is about $36 per child.,379
380,20180826-175345_318_live,0,4,"I have not yet through this charity, but it is my charity of choice for my next sponsored child",10,example-donation,,example-donation,0.0,0.711,0.289,"Have you ever sponsored a child? If so, how much does it take to take care of a sweet child on average?",ever sponsor child much take take care sweet child averag,"I have not yet through this charity, but it is my charity of choice for my next sponsored child",380
381,20180826-175345_318_live,0,5,Yes it does.,4,acknowledgement,,non-strategy,0.0,0.426,0.574,That's actually quite reasonable! I doesn't cost much. I hope they allow for pen pals as well. Sounds like a blessed organization.,actual quit reason nt cost much hope allow pen pal well sound like bless organ,Yes it does.,381
382,20180826-175345_318_live,0,5,Their website is  URL if you would like to read more,0,provide-org-facts,,provide-org-facts,0.0,0.8,0.2,That's actually quite reasonable! I doesn't cost much. I hope they allow for pen pals as well. Sounds like a blessed organization.,actual quit reason nt cost much hope allow pen pal well sound like bless organ,Their website is  URL if you would like to read more,382
383,20180826-175345_318_live,0,6,Yes.,4,acknowledgement,,non-strategy,0.0,0.0,1.0,I definitely. I recognize it too. They do lots of TV adverts. I believe its a Christian organization.,definit recogn lot tv advert believ christian organ,Yes.,383
384,20180826-175345_318_live,0,6,How much do you like to donate to the charity?,4,ask-donation-amount,,non-strategy,0.0,0.602,0.39799999999999996,I definitely. I recognize it too. They do lots of TV adverts. I believe its a Christian organization.,definit recogn lot tv advert believ christian organ,How much do you like to donate to the charity?,384
385,20180826-175345_318_live,0,7,Ok well you can actually donate from your task payment here! You can choose any amount from $0 to all of your payment,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.821,0.179,I think maybe $30 when I get my check next Tuesday.,think mayb    get check next tuesday,Ok well you can actually donate from your task payment here! You can choose any amount from $0 to all of your payment,385
386,20180826-175345_318_live,0,8,I really recommend that you donate some! I am doing my full payment.,10,example-donation,,example-donation,0.0,0.764,0.23600000000000002,"Yes, I might have to wait until my check arrives. It's on my to-do list though. How much are you donating?",yes might wait check arriv list though much donat,I really recommend that you donate some! I am doing my full payment.,386
388,20180826-175345_318_live,0,9,Ok. how much of your payment will you donate now?,4,ask-donation-amount,,non-strategy,0.0,0.804,0.196,Absolutely! I can't wait for my check to come so I can help out in other countries! :),absolut ca nt wait check help countri,Ok. how much of your payment will you donate now?,388
390,20180826-180009_407_live,0,0,Have you heard of an organization called Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.738,0.262,<Start>,start,Have you heard of an organization called Save the Children?,390
391,20180826-180009_407_live,0,1,Do you mind if i give you a little information about them?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"I think I have once before, in a grocery store I believe",think groceri store believ,Do you mind if i give you a little information about them?,391
392,20180826-180009_407_live,0,2,"Just some ver basic info, Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.6,0.4,"Sure, go ahead",sure go ahead,"Just some ver basic info, Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",392
393,20180826-180009_407_live,0,3,Yes they are!,4,acknowledgement,,non-strategy,0.0,0.401,0.599,Are they a non profit organization?,profit organ,Yes they are!,393
394,20180826-180009_407_live,0,3,They work 100% on donated funds.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Are they a non profit organization?,profit organ,They work 100% on donated funds.,394
395,20180826-180009_407_live,0,3,"There is  a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",9,emotion-appeal,,emotion-appeal,0.401,0.5589999999999999,0.04,Are they a non profit organization?,profit organ,"There is  a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",395
396,20180826-180009_407_live,0,3,Your donation can address such problems.,6,logical-appeal,,logical-appeal,0.35100000000000003,0.649,0.0,Are they a non profit organization?,profit organ,Your donation can address such problems.,396
397,20180826-180009_407_live,0,4,According t0 their yearend report they were able to reach 155 million children. Over 200k of those kids were in the US.,0,provide-org-facts,,provide-org-facts,0.0,0.95,0.05,"Oh wow, shocking news. Do you know how many children have been helped due to this organization?",oh wow shock news know mani children help due organ,According t0 their yearend report they were able to reach 155 million children. Over 200k of those kids were in the US.,397
398,20180826-180009_407_live,0,5,I am just a supporter but I would like to ask how much do you like to donate to the charity?,4,neutral-to-inquiry,,non-strategy,0.0,0.544,0.456,Thats awesome! Are you apart of this organization or just support them?,awesom apart organ support,I am just a supporter but I would like to ask how much do you like to donate to the charity?,398
399,20180826-180009_407_live,0,5,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,Thats awesome! Are you apart of this organization or just support them?,awesom apart organ support,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment,399
401,20180826-180009_407_live,0,6,Thank you so much! What are you hoping your donation will help with?,4,thank,,non-strategy,0.0,0.547,0.45299999999999996,"The payment of the task is 30 cents, I would donate 10c",payment task    cent would donat,Thank you so much! What are you hoping your donation will help with?,401
402,20180826-180009_407_live,0,7,I am so grateful for your donation.,4,thank,,non-strategy,0.0,0.603,0.397,its not a lot but hopefully go towards someone else donation to help children in war zone areas,lot hope go toward someon els donat help children zone area,I am so grateful for your donation.,402
405,20180827-030633_256_live,0,0,hello how are you,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,hello how are you,405
406,20180827-030633_256_live,0,1,what do you know about the non-for-profit organization save the children,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.758,0.242,hi i am fine..,hi fine,what do you know about the non-for-profit organization save the children,406
408,20180827-030633_256_live,0,3,tell about your life,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,absolutely i will support them.,absolut support,tell about your life,408
410,20180827-030633_256_live,0,5,very very good,4,praise-user,,non-strategy,0.0,0.366,0.634,its my pleasure,pleasur,very very good,410
411,20180827-030633_256_live,0,6,yes is the most beautiful life,4,acknowledgement,,non-strategy,0.0,0.36700000000000005,0.633,i donate every six months,donat everi six month,yes is the most beautiful life,411
412,20180827-030633_256_live,0,7,thank you for this conversation,4,thank,,non-strategy,0.0,0.615,0.385,you also done a great job,done great job,thank you for this conversation,412
413,20180904-012828_299_live,0,0,Hello,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hello,413
414,20180904-012828_299_live,0,1,Great and you,4,greeting,,non-strategy,0.0,0.32799999999999996,0.672,Hi there how are you?,hi,Great and you,414
415,20180904-012828_299_live,0,2,Can I ask you a question?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"I am doing fine, thanks for asking.",fine thank ask,Can I ask you a question?,415
416,20180904-012828_299_live,0,3,Do you have any kids?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,You sure can,sure,Do you have any kids?,416
417,20180904-012828_299_live,0,4,"Im sure you love them as your own, I have a big family do you?",8,personal-related-inquiry,,personal-related-inquiry,0.0,0.629,0.371,I don't have any children but there are many children in my family.,nt children mani children famili,"Im sure you love them as your own, I have a big family do you?",417
418,20180904-012828_299_live,0,5,I truly understand.,4,acknowledgement,,non-strategy,0.0,0.256,0.7440000000000001,"I do have a big family, I enjoy it at times, other times I don't",big famili enjoy time time nt,I truly understand.,418
420,20180904-012828_299_live,0,6,It's great to know that there are others who feel the same way.,0,provide-org-facts,,provide-org-facts,0.0,0.745,0.255,Yes I do.,yes,It's great to know that there are others who feel the same way.,420
421,20180904-012828_299_live,0,6,Have you heard of Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,Yes I do.,yes,Have you heard of Save the Children?,421
422,20180904-012828_299_live,0,7,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,No I haven't. Could you QUICKLY tell me about it,nt could quick tell,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",422
425,20180904-012828_299_live,0,8,Would like to help?,4,propose-donation,,non-strategy,0.0,0.278,0.722,Okay that sounds nice and an important service,okay sound nice import servic,Would like to help?,425
426,20180904-012828_299_live,0,9,I understand but even the smallest amount would be a BIG help.,7,foot-in-the-door,,foot-in-the-door,0.0,0.7170000000000001,0.28300000000000003,I would like to help in the future when I am more financially stable.,would like help futur financi stabl,I understand but even the smallest amount would be a BIG help.,426
427,20180904-030739_178_live,0,0,Do you ever donate to charity?,2,task-related-inquiry,,task-related-inquiry,0.0,0.6409999999999999,0.359,<Start>,start,Do you ever donate to charity?,427
429,20180904-030739_178_live,0,2,"Their mission is to promote children's rights, and provide relief and support to children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.625,0.375,"Yes, but I don't know a lot about them. What is their mission?",yes nt know lot mission,"Their mission is to promote children's rights, and provide relief and support to children in developing countries.",429
431,20180904-030739_178_live,0,3,"For example, millions of children in Syria grow up facing the daily threat of violence.",9,emotion-appeal,,emotion-appeal,0.366,0.634,0.0,That sounds interesting. What countries do they work in?,sound interest countri work,"For example, millions of children in Syria grow up facing the daily threat of violence.",431
432,20180904-030739_178_live,0,3,A donation could help these children greatly.,6,logical-appeal,,logical-appeal,0.0,0.649,0.35100000000000003,That sounds interesting. What countries do they work in?,sound interest countri work,A donation could help these children greatly.,432
434,20180904-030739_178_live,0,4,It is a great charity that does a lot of great work around the world.,6,logical-appeal,,logical-appeal,0.0,0.47600000000000003,0.524,It sounds like it. Do you donate to this charity?,sound like donat chariti,It is a great charity that does a lot of great work around the world.,434
435,20180904-030739_178_live,0,5,The majority of all donations collected goes directly toward the mission of helping children in developing counties.,0,provide-org-facts,,provide-org-facts,0.0,0.879,0.121,Some charities are run better than others. Do you know what Save the Children's reputation is for actually using the money it collects to help children versus for fundraising and administrative salaries?,chariti run better other know save children reput actual use money collect help children versus fundrais administr salari,The majority of all donations collected goes directly toward the mission of helping children in developing counties.,435
436,20180904-030739_178_live,0,6,They are a well established charity that has been working around the world for several years.,0,provide-org-facts,,provide-org-facts,0.0,0.726,0.27399999999999997,Ok. How long has this group been in operation?,ok long group oper,They are a well established charity that has been working around the world for several years.,436
438,20180904-030739_178_live,0,8,Would you like to make a donation today?,4,propose-donation,,non-strategy,0.0,0.706,0.294,That seems worthwhile. Helping children is important.,seem worthwhil help children import,Would you like to make a donation today?,438
439,20180904-030739_178_live,0,9,I am.,10,example-donation,,example-donation,0.0,1.0,0.0,Are you planning to donate today?,plan donat today,I am.,439
440,20180904-030739_178_live,0,9,The research team will collect all donations and send it to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.802,0.198,Are you planning to donate today?,plan donat today,The research team will collect all donations and send it to Save the Children.,440
441,20180904-043300_214_live,0,0,Hi! How are you doing today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi! How are you doing today?,441
442,20180904-043300_214_live,0,1,I am doing well thank you and same here,4,greeting,,non-strategy,0.0,0.5660000000000001,0.434,I'm doing very well. Just recovering from the long weekend. How about yourself?,well recov long weekend,I am doing well thank you and same here,442
443,20180904-043300_214_live,0,2,Well one hobby is volunteering.,4,neutral-to-inquiry,,non-strategy,0.0,0.6559999999999999,0.344,Awesome. What are some of your hobbies?,awesom hobbi,Well one hobby is volunteering.,443
444,20180904-043300_214_live,0,2,"I wanted to talk to you about a charity Save the Children, have you heard of it?",5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.684,0.316,Awesome. What are some of your hobbies?,awesom hobbi,"I wanted to talk to you about a charity Save the Children, have you heard of it?",444
445,20180904-043300_214_live,0,3,"It is a charity that helps ensure children's rights to healthcare, education, safety, etc. all over the world",0,provide-org-facts,,provide-org-facts,0.0,0.546,0.45399999999999996,Only in name. I haven't heard too much about it though. Can you tell me more?,name nt heard much though tell,"It is a charity that helps ensure children's rights to healthcare, education, safety, etc. all over the world",445
446,20180904-043300_214_live,0,4,"Well I volunteer for another nonprofit organization, but I guess I am a volunteer in a way trying to encourage people to donate money.",4,neutral-to-inquiry,,non-strategy,0.0,0.7390000000000001,0.261,What do you do as a volunteer for this charity?,volunt chariti,"Well I volunteer for another nonprofit organization, but I guess I am a volunteer in a way trying to encourage people to donate money.",446
448,20180904-043300_214_live,0,5,The research team will collect all the donations and send it to Save the Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8140000000000001,0.18600000000000003,"Hmm, I see. Do you have information about their charity rating? How much of the donation will actually be used to help the children?",hmm see inform chariti rate much donat actual use help children,The research team will collect all the donations and send it to Save the Children.,448
450,20180904-043300_214_live,0,6,"You can find more information at their website,  URL",0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,I always like to see some report first. Maybe I will have to do some research first. Have you donated to them yourself?,alway like see report first mayb research first donat,"You can find more information at their website,  URL",450
452,20180904-043300_214_live,0,7,"This conversation actually, but any charity that helps children is alright in my book",4,neutral-to-inquiry,,non-strategy,0.0,0.534,0.466,How did you come to find out about this charity?,find chariti,"This conversation actually, but any charity that helps children is alright in my book",452
453,20180904-043300_214_live,0,8,"you are very right, and I wish I could give you more solid proof, but I do not hae it",4,acknowledgement,,non-strategy,0.0,0.8140000000000001,0.18600000000000003,You never know though. I've heard of poorly run charities that misuse the donations. Like only 50% of your donation actually helps children. You gotta make sure your donation is helping the needy.,never know though heard poor run chariti misus donat like    donat actual help children got make sure donat help needi,"you are very right, and I wish I could give you more solid proof, but I do not hae it",453
454,20180904-043300_214_live,0,9,A local one that helps children with trauma and hx of sexual abuse,4,neutral-to-inquiry,,non-strategy,0.376,0.484,0.14,What is the other nonprofit that you support?,nonprofit support,A local one that helps children with trauma and hx of sexual abuse,454
455,20180719-211253_768_live,0,0,"Hey, good to be chatting with you tonight.",4,greeting,,non-strategy,0.0,0.7070000000000001,0.293,<Start>,start,"Hey, good to be chatting with you tonight.",455
456,20180719-211253_768_live,0,1,I'd like to talk to use about a vulnerable group. Do you have a moment?,2,task-related-inquiry,,task-related-inquiry,0.12300000000000001,0.7140000000000001,0.162,Hi! Looking forward chatting with you too.,hi look forward chat,I'd like to talk to use about a vulnerable group. Do you have a moment?,456
457,20180719-211253_768_live,0,2,"What was life like for you growing up? Did you have to worry about your basic needs at all? Like food, place to live, safety, etc?",8,personal-related-inquiry,,personal-related-inquiry,0.085,0.619,0.29600000000000004,"Yes, I do",yes,"What was life like for you growing up? Did you have to worry about your basic needs at all? Like food, place to live, safety, etc?",457
458,20180719-211253_768_live,0,3,It is really difficult having to grow up having to worry about basic needs. I'm glad you are able to look for what to be grateful for.,9,emotion-appeal,,emotion-appeal,0.16399999999999998,0.6629999999999999,0.17300000000000001,"There were periods in my childhood when money was very short and we had our telephone or power cut off, but I always had a safe place to live and food to eat.",period childhood money short telephon power cut alway safe place live food eat,It is really difficult having to grow up having to worry about basic needs. I'm glad you are able to look for what to be grateful for.,458
459,20180719-211253_768_live,0,4,I guess there are more people than we know who grew up with no worries.,9,emotion-appeal,,emotion-appeal,0.294,0.706,0.0,"What was life like for you growing up? Did you have any worries about food, shelter, safety, etc. ?",life like grow worri food shelter safeti etc,I guess there are more people than we know who grew up with no worries.,459
461,20180719-211253_768_live,0,5,"Thank you. I really appreciate your sympathizing, and I'm glad I got to share that with someone.",1,personal-story,,personal-story,0.0,0.507,0.493,I don't have any experiences like that but I'm sure it must have been very difficult and scary to go through that as a child.,nt experi like sure must difficult scari go child,"Thank you. I really appreciate your sympathizing, and I'm glad I got to share that with someone.",461
463,20180719-211253_768_live,0,6,What about you?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,Did you ever use the services of any organizations for children to help you through the rough times?,ever use servic organ children help rough time,What about you?,463
464,20180719-211253_768_live,0,7,I donate to Save the Children. Have you heard about them?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.738,0.262,"No, I didn't either. My family would just get through somehow. I have made donations in the past, but our money is bit tight since I'm a stay-at-home mom right now. If I make donations now, they are in-kind donations rather than monetary donations. What organizations do you donate to? I tend to make donations to a emergency children's shelter.",nt either famili would get somehow made donat past money bit tight sinc stayathom mom right make donat inkind donat rather monetari donat organ donat tend make donat emerg children shelter,I donate to Save the Children. Have you heard about them?,464
465,20180719-211253_768_live,0,8,That's great.,4,acknowledgement,,non-strategy,0.0,0.196,0.804,"Yes, I have.",yes,That's great.,465
466,20180719-211253_768_live,0,8,"Also, did you know that not only are they helping children worldwide, they're helping children very near to us?",2,task-related-inquiry,,task-related-inquiry,0.0,0.794,0.20600000000000002,"Yes, I have.",yes,"Also, did you know that not only are they helping children worldwide, they're helping children very near to us?",466
467,20180719-211253_768_live,0,9,"No actually, at the border. Children were separated at the US-Mexico border from their parents, and Save the Children are working on getting them back to their family.",0,provide-org-facts,,provide-org-facts,0.07,0.828,0.102,"No, I didn't know that they are helping children near to us. Do you mean in the USA?",nt know help children near us mean usa,"No actually, at the border. Children were separated at the US-Mexico border from their parents, and Save the Children are working on getting them back to their family.",467
468,20180719-211253_768_live,0,10,Would you like to help and donate to them?,4,propose-donation,,non-strategy,0.0,0.574,0.426,I didn't realize that. I've been following the news about family separations very closely. I'm glad organizations like Save the Children are helping.,nt realiz follow news famili separ close glad organ like save children help,Would you like to help and donate to them?,468
471,20180723-044617_32_live,0,0,I am asking for a donation to Save the Children.,4,propose-donation,,non-strategy,0.0,0.6859999999999999,0.314,<Start>,start,I am asking for a donation to Save the Children.,471
472,20180723-044617_32_live,0,0,Have you heard of it?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,1.0,0.0,<Start>,start,Have you heard of it?,472
