,B2,B4,Turn,Unit,label,er_label_1,ee_label_1,label_inter,neg,neu,pos,history,his_stem,Unit_char,Index
651,20180825-085709_930_live,0,2,How much would you be willing to donate today?,4,ask-donation-amount,,non-strategy,0.0,1.0,0.0,"of course i would, its the least i could do to help the children in the world.",cours would least could help children world,How much would you be willing to donate today?,651
652,20180825-085709_930_live,0,3,Every little bit help.,7,foot-in-the-door,,foot-in-the-door,0.0,0.5529999999999999,0.447,"i would be willing to donate 0.2 $ , i know it is not what others aspect me to give.",would will donat      know other aspect give,Every little bit help.,652
653,20180825-085709_930_live,0,3,Did you know that they are already getting set up to help the children and families in Hawaii with Hurricane Lane heading their way.,2,task-related-inquiry,,task-related-inquiry,0.0,0.895,0.105,"i would be willing to donate 0.2 $ , i know it is not what others aspect me to give.",would will donat      know other aspect give,Did you know that they are already getting set up to help the children and families in Hawaii with Hurricane Lane heading their way.,653
654,20180825-085709_930_live,0,4,"Yes, they are.",4,acknowledgement,,non-strategy,0.0,0.426,0.574,"i didnt know till now , you verified what i heard , they are making something beautiful for the people of Hawaii .",nt know    verifi heard    make someth beauti peopl hawaii,"Yes, they are.",654
655,20180825-085709_930_live,0,4,And I love how they help all children of the world. A lot of times charities don't give to those that are hurting right here in America. And Save the Children does.,0,provide-org-facts,,provide-org-facts,0.066,0.61,0.324,"i didnt know till now , you verified what i heard , they are making something beautiful for the people of Hawaii .",nt know    verifi heard    make someth beauti peopl hawaii,And I love how they help all children of the world. A lot of times charities don't give to those that are hurting right here in America. And Save the Children does.,655
657,20180825-085709_930_live,0,6,"Yes, I plan to match your donation of $0.20.",10,example-donation,,example-donation,0.0,0.722,0.278,you personalty are willing to donate today?,personalti will donat today,"Yes, I plan to match your donation of $0.20.",657
659,20180825-085709_930_live,0,7,"I know it is hard to trust people now a days, but think of it this way. You are donating money you don't even have yet so it is not like you are missing something.",6,logical-appeal,,logical-appeal,0.17600000000000002,0.767,0.057,"very good, do you think they may just get the money and dont help no one?",good think may get money nt help one,"I know it is hard to trust people now a days, but think of it this way. You are donating money you don't even have yet so it is not like you are missing something.",659
661,20180825-085908_923_live,0,0,Hi how are you today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi how are you today?,661
663,20180825-085908_923_live,0,2,"I have donated to Ronald McDonald before, but not on a regular basis.",4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,I agree that you have to be careful. I do donate to Ronald McDonald House and St Jude. How much do you donate?,agre care donat ronald mcdonald hous st jude much donat,"I have donated to Ronald McDonald before, but not on a regular basis.",663
664,20180825-085908_923_live,0,2,Have you heard of Save The Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,I agree that you have to be careful. I do donate to Ronald McDonald House and St Jude. How much do you donate?,agre care donat ronald mcdonald hous st jude much donat,Have you heard of Save The Children?,664
665,20180825-085908_923_live,0,3,"I agree on that most of the time, but this organization does wonderful things for these children.",0,provide-org-facts,,provide-org-facts,0.0,0.6729999999999999,0.327,I have heard of Save the Children but I'd rather keep my donations US-based,heard save children rather keep donat usbas,"I agree on that most of the time, but this organization does wonderful things for these children.",665
666,20180825-085908_923_live,0,4,"I can understand that, but in my experience with this organization they truly use the donations for the kids and have prevented many from starving to death.",0,provide-org-facts,,provide-org-facts,0.251,0.61,0.139,I am not sure about where all the donation money ends up. I'd rather give to Ronald McDonalds especially since I know people who have personally benefited.,sure donat money end rather give ronald mcdonald especi sinc know peopl person benefit,"I can understand that, but in my experience with this organization they truly use the donations for the kids and have prevented many from starving to death.",666
667,20180825-085908_923_live,0,5,"You are right, but you can donate a portion of your payment to this organization and continue to donate to your charities.",4,propose-donation,,non-strategy,0.0,0.823,0.177,there are so many starving and abused kids here in the US that I'd feel more comfortable helping them first.,mani starv abus kid us feel comfort help first,"You are right, but you can donate a portion of your payment to this organization and continue to donate to your charities.",667
668,20180825-085908_923_live,0,6,"Right, every little bit helps.",7,foot-in-the-door,,foot-in-the-door,0.0,0.633,0.36700000000000005,that's true. I could spread out donations.,true could spread donat,"Right, every little bit helps.",668
669,20180825-085908_923_live,0,6,I will be donating from my payment today.,10,example-donation,,example-donation,0.0,1.0,0.0,that's true. I could spread out donations.,true could spread donat,I will be donating from my payment today.,669
670,20180825-085908_923_live,0,6,Are you willing to donate a portion of your payment?,4,propose-donation,,non-strategy,0.0,1.0,0.0,that's true. I could spread out donations.,true could spread donat,Are you willing to donate a portion of your payment?,670
671,20180825-085908_923_live,0,7,I am donating .15 of my payment to Save The Cildren.,10,example-donation,,example-donation,0.0,0.738,0.262,"I'd rather donate to Ronald McDonald - how much are you donating, though?",rather donat ronald mcdonald    much donat though,I am donating .15 of my payment to Save The Cildren.,671
672,20180825-085908_923_live,0,8,That's fine any amount helps.,7,foot-in-the-door,,foot-in-the-door,0.0,0.405,0.595,I'll donate but not that much,donat much,That's fine any amount helps.,672
673,20180825-085908_923_live,0,8,Thank you so Mich for your donation!,4,thank,,non-strategy,0.0,0.682,0.318,I'll donate but not that much,donat much,Thank you so Mich for your donation!,673
674,20180825-085908_923_live,0,9,Great! Thank you for your donation!,4,thank,,non-strategy,0.0,0.358,0.642,Would you give some of that .15 to Ronald McDonald? I'd do .15 with splitting,would give    ronald mcdonald    split,Great! Thank you for your donation!,674
675,20180826-054232_684_live,0,0,Hi!,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi!,675
676,20180826-054232_684_live,0,0,Are you interested in making a donation to Save the Children?,4,propose-donation,,non-strategy,0.0,0.5760000000000001,0.424,<Start>,start,Are you interested in making a donation to Save the Children?,676
677,20180826-054232_684_live,0,1,That's great to hear!,4,acknowledgement,,non-strategy,0.0,0.406,0.594,"Hi, Yes I am",hi yes,That's great to hear!,677
678,20180826-054232_684_live,0,1,"Donations make a huge difference in the lives of these kids. Your help will give them access to food, healthcare, education, and safety, among other things.",6,logical-appeal,,logical-appeal,0.0,0.738,0.262,"Hi, Yes I am",hi yes,"Donations make a huge difference in the lives of these kids. Your help will give them access to food, healthcare, education, and safety, among other things.",678
680,20180826-054232_684_live,0,3,Any amount we can collect for them is welcome.,7,foot-in-the-door,,foot-in-the-door,0.0,0.727,0.273,I was thinking to donate around 10 cents for save the children. I hope that is adequate and helps them for food and shelter.,think donat around    cent save children hope adequ help food shelter,Any amount we can collect for them is welcome.,680
682,20180826-054232_684_live,0,4,Thank you so much. It's really appreciated.,4,thank,,non-strategy,0.0,0.451,0.5489999999999999,ok how about 20 cents. I do want to help in anyway that I can.,ok    cent help anyway,Thank you so much. It's really appreciated.,682
683,20180826-054232_684_live,0,4,"The amount of suffering that children around the world face is terrible. For example, in the first two months of 2018, a thousand children in Syria were injured in the violence there. Anything you can add to the donation will go directly to helping them.",9,emotion-appeal,,emotion-appeal,0.24,0.72,0.040999999999999995,ok how about 20 cents. I do want to help in anyway that I can.,ok    cent help anyway,"The amount of suffering that children around the world face is terrible. For example, in the first two months of 2018, a thousand children in Syria were injured in the violence there. Anything you can add to the donation will go directly to helping them.",683
684,20180826-054232_684_live,0,5,"It will make a big difference to Save the Children. The organization has done wonders for kids, saving them from everything from violence to starvation. We as people have a moral responsibility to help them, and when we have extra, there's no better place to put it than in the hands of a trustworthy charity that will use it to save kids.",6,logical-appeal,,logical-appeal,0.083,0.674,0.243,yeah I heard a little bit about on how children are suffering. I want to give a donation to help them. I am glad I can help in anyway that I can.,yeah heard littl bit children suffer give donat help glad help anyway,"It will make a big difference to Save the Children. The organization has done wonders for kids, saving them from everything from violence to starvation. We as people have a moral responsibility to help them, and when we have extra, there's no better place to put it than in the hands of a trustworthy charity that will use it to save kids.",684
685,20180826-054232_684_live,0,6,"To confirm, you said you were willing to donate 20 cents, correct?",4,confirm-donation,,non-strategy,0.0,1.0,0.0,"Yes, I believe it is good to be ethical. And to help children and animals as much as we can. Most of all save the children is a trustworthy organization which I trust to put my donations in with.",yes believ good ethic help children anim much save children trustworthi organ trust put donat,"To confirm, you said you were willing to donate 20 cents, correct?",685
686,20180826-054232_684_live,0,7,"Is there anything you'd like to ask, or any way I can convince you to send a little more to Save the Children in the interests of the kids they work to help?",4,ask-donate-more,,non-strategy,0.0,0.677,0.32299999999999995,Yes that is correct,yes correct,"Is there anything you'd like to ask, or any way I can convince you to send a little more to Save the Children in the interests of the kids they work to help?",686
687,20180826-054232_684_live,0,8,Thank you again for the donation. It will be sent to Save the Children.,4,thank,,non-strategy,0.0,0.6779999999999999,0.322,I feel that 20 cents is adequate for the donation. I want to help in any way that I can. Also I want to verify that this organization is most trusting.,feel    cent adequ donat help way verifi organ trust,Thank you again for the donation. It will be sent to Save the Children.,687
688,20180826-054232_684_live,0,9,It's much appreciated.,4,thank,,non-strategy,0.0,0.377,0.623,thank you. I wanted to help and want to help with a donation,thank want help help donat,It's much appreciated.,688
689,20180826-061500_476_live,0,0,Hi would you be willing to donate to Save the Children?,4,propose-donation,,non-strategy,0.0,0.758,0.242,<Start>,start,Hi would you be willing to donate to Save the Children?,689
690,20180826-061500_476_live,0,1,They help support children in warzones  and it helps provide them with things they need,0,provide-org-facts,,provide-org-facts,0.0,0.6,0.4,"I'm not sure, what do they do for children?",sure children,They help support children in warzones  and it helps provide them with things they need,690
691,20180826-061500_476_live,0,2,It is a good charity and any little bit will help,7,foot-in-the-door,,foot-in-the-door,0.0,0.462,0.5379999999999999,sounds like a good charity.,sound like good chariti,It is a good charity and any little bit will help,691
692,20180826-061500_476_live,0,3,They are good also but right now this is the organization that needs it most.,0,provide-org-facts,,provide-org-facts,0.0,0.878,0.122,"I would consider it. What about Big Brother, Big Sister, they are very much in need of donations",would consid big brother big sister much need donat,They are good also but right now this is the organization that needs it most.,692
694,20180826-061500_476_live,0,5,Also it will give them food and healthcare they need to survive,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,"Good point, I think I may consider it",good point think may consid,Also it will give them food and healthcare they need to survive,694
696,20180826-061500_476_live,0,7,I think it is a great charity because it helps children who are separated from their families,0,provide-org-facts,,provide-org-facts,0.0,0.5579999999999999,0.442,I'm thinking about whether this is better than other charities I give to,think whether better chariti give,I think it is a great charity because it helps children who are separated from their families,696
698,20180826-061500_476_live,0,9,Any amount would help. They accept donations of any size.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.602,0.39799999999999996,How much is a good donation?,much good donat,Any amount would help. They accept donations of any size.,698
699,20180826-061500_476_live,0,10,That is a great choice.,4,thank,,non-strategy,0.0,0.423,0.5770000000000001,"Okay, I will make a donation for $10. You convinced me that it's a worthwhile charity.",okay make donat    convinc worthwhil chariti,That is a great choice.,699
700,20180826-061949_863_live,0,0,Do you know about Save the Children?,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.652,0.348,<Start>,start,Do you know about Save the Children?,700
701,20180826-061949_863_live,0,1,I have.,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,I have not heard of this charity before! Have you?,heard chariti,I have.,701
702,20180826-061949_863_live,0,1,I actually a  monthly donor,10,example-donation,,example-donation,0.0,1.0,0.0,I have not heard of this charity before! Have you?,heard chariti,I actually a  monthly donor,702
703,20180826-061949_863_live,0,2,The charity collects donation from people like you and me and help children in need,0,provide-org-facts,,provide-org-facts,0.0,0.6,0.4,That's great! Would you mind explaining what the charity does?,great would mind explain chariti,The charity collects donation from people like you and me and help children in need,703
704,20180826-061949_863_live,0,3,all over the world.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,Sounds like quite the worthy cause. Are the children in need all across the world? Or just the United States?,sound like quit worthi caus children need across world unit state,all over the world.,704
705,20180826-061949_863_live,0,3,I saw a children died from hunger and it tears my heart apart. I decide to be part of the solution since then,1,personal-story,,personal-story,0.29100000000000004,0.62,0.08900000000000001,Sounds like quite the worthy cause. Are the children in need all across the world? Or just the United States?,sound like quit worthi caus children need across world unit state,I saw a children died from hunger and it tears my heart apart. I decide to be part of the solution since then,705
706,20180826-061949_863_live,0,4,"Save the Children organization is a blessing to the world. They have been helping children,finding houses and food.",0,provide-org-facts,,provide-org-facts,0.0,0.619,0.381,"Wow, that is extremely sad. It is extremely unfortunate that child hunger is so prevalent in this world.",wow extrem sad extrem unfortun child hunger preval world,"Save the Children organization is a blessing to the world. They have been helping children,finding houses and food.",706
707,20180826-061949_863_live,0,5,URL Specially in countries at war children are helpless.,0,provide-org-facts,,provide-org-facts,0.496,0.504,0.0,It really sounds like a blessing! What is their website? I'd like to learn more information.,realli sound like bless websit like learn inform,URL Specially in countries at war children are helpless.,707
708,20180826-061949_863_live,0,6,NO.It is not. You can donate as much as you want,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.885,0.115,"Great, thank you! Is there a monetary goal set for the year?",great thank monetari goal set year,NO.It is not. You can donate as much as you want,708
709,20180826-061949_863_live,0,7,How much money do you spend on candies that can be helping children in need?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.8640000000000001,0.136,That is amazing.,amaz,How much money do you spend on candies that can be helping children in need?,709
710,20180826-061949_863_live,0,8,Please do that. Children need your help,4,propose-donation,,non-strategy,0.0,0.5,0.5,"I do not purchase candy too often; however, I could definitely sacrifice a Starbucks Coffee to help children in need.",purchas candi often howev could definit sacrific starbuck coffe help children need,Please do that. Children need your help,710
711,20180826-061949_863_live,0,9,How much do you like to donate today?,4,ask-donation-amount,,non-strategy,0.0,0.737,0.263,"Yes, most definitely. Thanks for making me aware of this charity!",yes definit thank make awar chariti,How much do you like to donate today?,711
712,20180826-064412_288_live,0,0,Hi.,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi.,712
713,20180826-064412_288_live,0,0,Would you consider donating to Save the Children?,4,propose-donation,,non-strategy,0.0,0.6859999999999999,0.314,<Start>,start,Would you consider donating to Save the Children?,713
714,20180826-064412_288_live,0,1,Okay that's a start.,4,acknowledgement,,non-strategy,0.0,0.513,0.48700000000000004,I might consider,might consid,Okay that's a start.,714
715,20180826-064412_288_live,0,1,Well Save the Children is a very reputable organization and your donation would be used for a good purpose.,0,provide-org-facts,,provide-org-facts,0.0,0.631,0.369,I might consider,might consid,Well Save the Children is a very reputable organization and your donation would be used for a good purpose.,715
716,20180826-064412_288_live,0,2,"No, honestly I don't but I would feel like my money would go to a good cause if I were to",4,negative-to-inquiry,,non-strategy,0.068,0.5489999999999999,0.384,do you donate?,donat,"No, honestly I don't but I would feel like my money would go to a good cause if I were to",716
717,20180826-064412_288_live,0,2,These organizations only ask for a small amount that we may spend on coffee each day or snacks we don't need.,7,foot-in-the-door,,foot-in-the-door,0.0,1.0,0.0,do you donate?,donat,These organizations only ask for a small amount that we may spend on coffee each day or snacks we don't need.,717
719,20180826-064412_288_live,0,4,It only takes pocket change for us to help out.,7,foot-in-the-door,,foot-in-the-door,0.0,0.769,0.231,"I hear you. I do believe in donations, but my only worry is that the money doesn't go to where I think it is going. I prefer to volunteer is I can",hear believ donat worri money nt go think go prefer volunt,It only takes pocket change for us to help out.,719
720,20180826-064412_288_live,0,5,Do your family or friends donate to such causes?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.721,0.27899999999999997,"But the places I do donate are often revolved around helping children, so this is a great organization",place donat often revolv around help children great organ,Do your family or friends donate to such causes?,720
721,20180826-064412_288_live,0,6,Wow.,4,acknowledgement,,non-strategy,0.0,0.0,1.0,I agree. you never know who you could be helping,agre never know could help,Wow.,721
722,20180826-064412_288_live,0,6,Well you've seen charity first-hand.,4,comment-partner,,non-strategy,0.0,0.38,0.62,I agree. you never know who you could be helping,agre never know could help,Well you've seen charity first-hand.,722
723,20180826-064412_288_live,0,7,I definitely understand.,4,acknowledgement,,non-strategy,0.0,0.27,0.73,We do. My mom is on the board for a few nonprofits that we attend fundraisers for. That is a great way to raise money,mom board nonprofit attend fundrais great way rais money,I definitely understand.,723
725,20180826-064412_288_live,0,8,"Well,in America, of course that's nothing. But in developing countries it could be huge.",7,foot-in-the-door,,foot-in-the-door,0.0,0.815,0.185,"Yes, I try to help as much as I can, but it's hard when you are broke",yes tri help much hard broke,"Well,in America, of course that's nothing. But in developing countries it could be huge.",725
727,20180826-174933_275_live,0,1,I am good do you have any children?,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.674,0.326,"I am well, how are you?",well,I am good do you have any children?,727
728,20180826-174933_275_live,0,2,I have two also but mine are grown and gone now,4,positive-to-inquiry,,non-strategy,0.0,1.0,0.0,"Yes, I have two. And you?",yes two,I have two also but mine are grown and gone now,728
730,20180826-174933_275_live,0,3,I am not an expert but I believe they help children in war torn areas to get to safety and make food and medical supplies available,0,provide-org-facts,,provide-org-facts,0.22399999999999998,0.57,0.207,That's nice. How old are they?,nice old,I am not an expert but I believe they help children in war torn areas to get to safety and make food and medical supplies available,730
731,20180826-174933_275_live,0,4,Would you be willing to donate something to this cause?,4,propose-donation,,non-strategy,0.0,1.0,0.0,Oh my! That's nice. My kids are 4 and 7. Boy and girl.,oh nice kid      boy girl,Would you be willing to donate something to this cause?,731
732,20180826-174933_275_live,0,5,I can understand that I donate regularly to St Judes Childrens hospital myself. I appreciate your commitment to your cause and it is an important one.,10,example-donation,,example-donation,0.0,0.738,0.262,I have not. What is the charity and what do they do?,chariti,I can understand that I donate regularly to St Judes Childrens hospital myself. I appreciate your commitment to your cause and it is an important one.,732
733,20180826-175233_4_live,0,0,Hi! How are you today?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,Hi! How are you today?,733
734,20180826-175233_4_live,0,1,"I'm doing great, thanks.",4,greeting,,non-strategy,0.0,0.222,0.778,I'm great. How about yourself?,great,"I'm doing great, thanks.",734
735,20180826-175233_4_live,0,1,Do you donate at all?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,I'm great. How about yourself?,great,Do you donate at all?,735
736,20180826-175233_4_live,0,2,"that's great, have you ever donated to save the children?",8,personal-related-inquiry,,personal-related-inquiry,0.0,0.523,0.47700000000000004,"I do donate sometimes, yes.",donat sometim yes,"that's great, have you ever donated to save the children?",736
738,20180826-175233_4_live,0,3,"I know how hard it can be to give, but it's amazing how a small amount can make such a big difference",7,foot-in-the-door,,foot-in-the-door,0.051,0.726,0.222,"I have donated a couple of times; like for the St Jude's Hospital, red nose day and March of Dimes.I do what I can to give back.",donat coupl time like st jude hospit red nose day march dimesi give back,"I know how hard it can be to give, but it's amazing how a small amount can make such a big difference",738
739,20180826-175233_4_live,0,4,You are very right.,4,acknowledgement,,non-strategy,0.0,1.0,0.0,"That is very true. If more people gave, even it's a small amount, it truly adds up and can make a difference.",true peopl gave even small amount truli add make differ,You are very right.,739
741,20180826-175233_4_live,0,5,I completely agree!,4,acknowledgement,,non-strategy,0.0,0.245,0.755,"Absolutely, they are the future generation and it's imperative that they are nurtured and looked after.",absolut futur generat imper nurtur look,I completely agree!,741
743,20180826-175233_4_live,0,6,"It is an organization that helps children from all over the world, such as the millilns of syrian children living through war",0,provide-org-facts,,provide-org-facts,0.147,0.755,0.098,That's great. Could you tell me more about this charity?,great could tell chariti,"It is an organization that helps children from all over the world, such as the millilns of syrian children living through war",743
744,20180826-175233_4_live,0,7,they are credible and ensure the money they get goes to the children,0,provide-org-facts,,provide-org-facts,0.0,0.8220000000000001,0.17800000000000002,Sounds amazing. How are the proceeds distributed?,sound amaz proceed distribut,they are credible and ensure the money they get goes to the children,744
745,20180826-175233_4_live,0,8,You can go to the website  URL,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,How would you go about donating to this cause?,would go donat caus,You can go to the website  URL,745
746,20180826-175233_4_live,0,9,great!,4,acknowledgement,,non-strategy,0.0,0.0,1.0,"Awesome, I'll head over there right now and support it thank you.",awesom head right support thank,great!,746
747,20180826-175233_4_live,0,9,how much do you want to donate today?,4,ask-donation-amount,,non-strategy,0.0,0.843,0.157,"Awesome, I'll head over there right now and support it thank you.",awesom head right support thank,how much do you want to donate today?,747
748,20180826-184708_183_live,0,0,hello?,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,hello?,748
751,20180826-184708_183_live,0,3,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,What have they done in the past?,done past,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",751
752,20180826-184708_183_live,0,4,Millions of Syrian children have grown up facing the daily threat of violence.,0,provide-org-facts,,provide-org-facts,0.405,0.595,0.0,What countries have they been able to help?,countri abl help,Millions of Syrian children have grown up facing the daily threat of violence.,752
753,20180826-184708_183_live,0,4,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",9,emotion-appeal,,emotion-appeal,0.48700000000000004,0.513,0.0,What countries have they been able to help?,countri abl help,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",753
754,20180826-184708_183_live,0,5,Small donations will indeed help a lot of children and their families.,0,provide-org-facts,,provide-org-facts,0.0,0.787,0.213,"I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?",awar violenc syria save children done aid health educ safeti,Small donations will indeed help a lot of children and their families.,754
755,20180826-184708_183_live,0,5,How much would you like to donate?,4,ask-donation-amount,,non-strategy,0.0,0.706,0.294,"I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?",awar violenc syria save children done aid health educ safeti,How much would you like to donate?,755
756,20180826-184708_183_live,0,6,"Save the children send over rights to health, education, and safety with the funds that you donate to developing countries Syria was an example of countries we aid with the donation.",0,provide-org-facts,,provide-org-facts,0.0,0.8290000000000001,0.171,Before I can donate I will need to know how this organization has help.,donat need know organ help,"Save the children send over rights to health, education, and safety with the funds that you donate to developing countries Syria was an example of countries we aid with the donation.",756
757,20180826-184708_183_live,0,6,Would you like to donate?,4,propose-donation,,non-strategy,0.0,0.615,0.385,Before I can donate I will need to know how this organization has help.,donat need know organ help,Would you like to donate?,757
758,20180827-025236_792_live,0,0,"Hello, are you familiar with the charity: Save the Children?",5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.5710000000000001,0.429,<Start>,start,"Hello, are you familiar with the charity: Save the Children?",758
762,20180827-025236_792_live,0,2,You can donate $0 - $0.30. You can make your choice now or after I've told you more about the charity.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.861,0.139,How much you ready to pay for children?,much readi pay children,You can donate $0 - $0.30. You can make your choice now or after I've told you more about the charity.,762
764,20180827-025236_792_live,0,3,You will be helping children from 120 countries.,0,provide-org-facts,,provide-org-facts,0.0,0.7609999999999999,0.239,I'll pay $0.30 surely,pay    sure,You will be helping children from 120 countries.,764
766,20180827-025236_792_live,0,5,Such a wonderful mindset to have. If only more people were more giving like you!,4,praise-user,,non-strategy,0.0,0.5379999999999999,0.462,"Yes, now days no one willing to help others, but we can change his mental set and try to help others.",yes day one will help other chang mental set tri help other,Such a wonderful mindset to have. If only more people were more giving like you!,766
767,20180827-025236_792_live,0,6,"n 2016, Save the Children helped more than 3 million children in Syria and surrounding countries, providing primary health care, nutrition, education and psychosocial services to child refugees and their families.",0,provide-org-facts,,provide-org-facts,0.0,0.8079999999999999,0.192,"Thanks, especially Syria children affect more so I really worried about his future.",thank especi syria children affect realli worri futur,"n 2016, Save the Children helped more than 3 million children in Syria and surrounding countries, providing primary health care, nutrition, education and psychosocial services to child refugees and their families.",767
768,20180827-025236_792_live,0,7,I personally have family in Haiti.,1,personal-story,,personal-story,0.0,1.0,0.0,"Great, especially we help to give personal care and health care products to children is necessary",great especi help give person care health care product children necessari,I personally have family in Haiti.,768
770,20180827-025236_792_live,0,8,Just to let you know the research team will collect your donation and send it to Save The Children.,3,provide-donation-procedure,,provide-donation-procedure,0.0,0.8490000000000001,0.151,Yes its really appreciated,yes realli appreci,Just to let you know the research team will collect your donation and send it to Save The Children.,770
772,20180827-025236_792_live,0,9,Thank you for being so giving.,4,thank,,non-strategy,0.0,0.41600000000000004,0.584,"Ok sure, I definitely donate my whole amount for this task.",ok sure definit donat whole amount task,Thank you for being so giving.,772
773,20180827-041027_973_live,0,0,hi how are you,4,greeting,,non-strategy,0.0,1.0,0.0,<Start>,start,hi how are you,773
774,20180827-041027_973_live,0,1,do you know what is the save the children,5,have-you-heard-of-the-org,,have-you-heard-of-the-org,0.0,0.7140000000000001,0.28600000000000003,"I'm well, thanks",well thank,do you know what is the save the children,774
775,20180827-041027_973_live,0,2,"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5720000000000001,0.428,"I've heard of it. It's a charity, right? What do they do?",heard chariti right,"The Save the Children Fund, commonly known as Save the Children, is an international non-governmental organisation that promotes children's rights, provides relief and helps support children in developing countries.",775
776,20180827-041027_973_live,0,3,yes do you donate money for this kids,8,personal-related-inquiry,,personal-related-inquiry,0.0,0.722,0.278,"I'd like more information, yes.",like inform yes,yes do you donate money for this kids,776
777,20180827-041027_973_live,0,4,to help some of the kids is the biggest satisfaction you took in life,6,logical-appeal,,logical-appeal,0.0,0.682,0.318,That's nice. What kind of things do they help with?,nice kind thing help,to help some of the kids is the biggest satisfaction you took in life,777
778,20180827-041027_973_live,0,5,there are many children who suffer today in the world for bread,9,emotion-appeal,,emotion-appeal,0.24100000000000002,0.759,0.0,"I could probably donate a small amount. I'm kinda broke at the moment, though.",could probabl donat small amount kinda broke moment though,there are many children who suffer today in the world for bread,778
779,20180827-041027_973_live,0,6,every parent and I and my family donate $ 100 for the children in need,10,example-donation,,example-donation,0.0,1.0,0.0,I agree it's for a good cause. I'd be willing to donate $.05. How do I do that?,agre good caus will donat  ,every parent and I and my family donate $ 100 for the children in need,779
780,20180827-041027_973_live,0,7,it is the best satisfaction entire of my life,10,example-donation,,example-donation,0.0,0.496,0.504,that's very sad. Every child deserves to have nutritious food.,sad everi child deserv nutriti food,it is the best satisfaction entire of my life,780
781,20180827-041027_973_live,0,8,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,3,provide-donation-procedure,,provide-donation-procedure,0.0,1.0,0.0,"Wow, that's very generous. I hope to be able to do that someday.",wow generous hope abl someday,Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.,781
783,20180723-074147_879_live,0,1,Do you have a moment to talk about causes for children?,2,task-related-inquiry,,task-related-inquiry,0.0,1.0,0.0,"Hey, not feeling really good today, stomach ache :( how are you?",hey feel realli good today stomach ach  ,Do you have a moment to talk about causes for children?,783
784,20180723-074147_879_live,0,2,"As you know, unfortunately, everyone wasn't born into the same opportunities. Some are born extremely well off, some are born with some opportunities and some are born completely destitute.",9,emotion-appeal,,emotion-appeal,0.069,0.7140000000000001,0.217,"no, I need to though!",need though,"As you know, unfortunately, everyone wasn't born into the same opportunities. Some are born extremely well off, some are born with some opportunities and some are born completely destitute.",784
786,20180723-074147_879_live,0,3,How are things for you now?,8,personal-related-inquiry,,personal-related-inquiry,0.0,1.0,0.0,Sure i would love to,sure would love,How are things for you now?,786
788,20180723-074147_879_live,0,5,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",0,provide-org-facts,,provide-org-facts,0.0,0.5329999999999999,0.467,Much better. I moved to the US and things are much better now,much better move us thing much better,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",788
789,20180723-074147_879_live,0,6,Absolutely. They are currently working to reunity the children who were separated from their parents at the US-Mexico border.,0,provide-org-facts,,provide-org-facts,0.0,1.0,0.0,"No, i haven't actually. Would you mind telling me about it?",nt actual would mind tell,Absolutely. They are currently working to reunity the children who were separated from their parents at the US-Mexico border.,789
